best fitness,curr fitness,tabu list size
42.052628,42.052628,1
42.850243,42.850243,2
45.948799,45.948799,3
51.849514,51.849514,4
52.312050,52.312050,5
77.191620,77.191620,6
122.374023,122.374023,7
161.368576,161.368576,8
161.368576,160.738068,9
180.128983,180.128983,10
200.891190,200.891190,11
207.131042,207.131042,12
225.128082,225.128082,13
226.137222,226.137222,14
265.516663,265.516663,15
266.256958,266.256958,16
266.256958,266.256958,17
266.256958,264.553314,18
266.256958,265.203064,19
273.807190,273.807190,20
273.807190,273.807190,21
288.378357,288.378357,22
311.883667,311.883667,23
312.087585,312.087585,24
317.344513,317.344513,25
317.900116,317.900116,26
318.411407,318.411407,27
319.029602,319.029602,28
319.029602,316.995270,29
319.029602,318.951111,30
319.135223,319.135223,31
319.135223,319.029602,32
319.135223,319.045410,33
319.135223,318.587494,34
319.135223,319.126862,35
319.135223,319.126862,35
319.135223,318.595062,36
319.135223,316.117645,37
319.135223,316.789215,38
319.135223,313.442566,39
319.135223,316.789215,40
319.135223,318.876648,41
319.135223,317.331055,42
319.135223,316.672485,43
319.135223,316.534058,44
319.135223,317.691711,45
319.135223,317.337158,46
319.135223,317.592651,47
319.135223,317.525269,48
319.135223,318.603394,49
319.289856,319.289856,50
319.289856,319.289856,50
319.659790,319.659790,51
319.659790,315.412903,52
319.659790,319.659790,53
319.659790,319.344360,54
319.659790,318.344330,54
319.659790,316.143280,54
319.659790,308.441376,54
319.659790,317.054688,54
319.659790,319.219940,54
320.339233,320.339233,54
320.339233,319.219940,54
320.339233,315.820831,54
320.339233,314.681793,54
320.339233,315.375763,54
320.339233,313.737061,54
320.339233,319.570984,54
320.339233,319.085571,54
320.339233,315.308746,54
320.339233,311.024506,54
320.339233,316.455750,54
320.339233,316.455750,54
320.339233,319.384094,54
320.339233,318.885010,54
320.339233,317.172577,55
320.339233,314.221466,55
320.339233,309.743561,55
320.339233,313.528168,55
320.339233,315.755157,55
320.339233,316.139252,56
320.339233,314.391022,56
320.339233,309.973511,56
320.339233,317.574158,56
320.339233,315.007935,56
320.339233,315.558685,56
320.339233,316.128082,56
320.339233,313.797089,56
320.339233,315.791107,56
320.339233,318.089935,57
320.339233,318.675079,57
320.339233,309.558960,58
320.339233,311.820679,59
