curr state net profit,temperature
13430.258789,77.562280
0.000000,77.484719
3874.643555,77.407235
6572.148438,77.329829
27495.753906,77.252500
3133.430664,77.175248
37213.929688,77.098074
29479.113281,77.020977
34419.507812,76.943957
16433.140625,76.867014
24889.714844,76.790148
20805.677734,76.713359
8820.115234,76.636646
11607.314453,76.560011
17829.007812,76.483452
452.582458,76.406969
11070.280273,76.330563
21036.710938,76.254234
3070.866943,76.177981
0.000000,76.101804
35693.472656,76.025703
37441.910156,75.949678
25670.523438,75.873729
15255.732422,75.797857
22651.250000,75.722060
20495.988281,75.646339
1202.512695,75.570693
35441.757812,75.495123
10819.806641,75.419629
29334.376953,75.344211
13051.818359,75.268867
30315.748047,75.193600
29423.785156,75.118407
8695.492188,75.043289
15564.843750,74.968247
257.842712,74.893280
3396.468994,74.818388
704.501099,74.743570
2950.136963,74.668828
0.000000,74.594160
3621.765137,74.519566
31053.634766,74.445048
35962.988281,74.370604
22460.363281,74.296234
12060.669922,74.221939
21878.271484,74.147718
11015.280273,74.073571
30962.503906,73.999498
18757.683594,73.925500
8931.855469,73.851575
7321.801758,73.777725
2319.337891,73.703948
4654.366211,73.630245
8206.421875,73.556616
9602.489258,73.483060
575.023682,73.409578
1097.772949,73.336169
1860.504883,73.262834
4128.807617,73.189572
8628.658203,73.116384
7220.833984,73.043268
4128.807617,72.970226
42508.988281,72.897256
22505.009766,72.824360
21777.908203,72.751537
9975.741211,72.678786
48146.109375,72.606108
17056.486328,72.533503
13922.984375,72.460971
9024.127930,72.388510
20892.484375,72.316123
10900.958984,72.243808
0.000000,72.171565
19237.281250,72.099394
15534.988281,72.027296
1412.765625,71.955269
53676.039062,71.883315
12015.900391,71.811433
257.842712,71.739622
13051.818359,71.667883
15461.658203,71.596216
0.000000,71.524621
44933.125000,71.453097
77112.210938,71.381645
69488.703125,71.310265
69488.703125,71.238955
61214.496094,71.167717
54974.265625,71.096550
67977.820312,71.025455
70730.437500,70.954430
67977.820312,70.883477
61214.496094,70.812594
54974.265625,70.741782
59656.707031,70.671042
72341.640625,70.600371
72341.640625,70.529772
77112.210938,70.459243
80218.976562,70.388785
72341.640625,70.318397
69488.703125,70.248079
80218.976562,70.177832
56237.000000,70.107655
52679.296875,70.037549
50612.671875,69.967512
56237.000000,69.897545
58478.203125,69.827649
56237.000000,69.757822
50612.671875,69.688065
80218.976562,69.618378
69488.703125,69.548760
69488.703125,69.479212
77112.210938,69.409734
77112.210938,69.340325
69488.703125,69.270986
69488.703125,69.201716
70730.437500,69.132515
72341.640625,69.063383
69488.703125,68.994321
69488.703125,68.925327
69488.703125,68.856403
80218.976562,68.787547
80218.976562,68.718761
36116.164062,68.650043
9055.865234,68.581394
4574.722656,68.512813
18278.353516,68.444301
198.776672,68.375858
0.000000,68.307483
10724.746094,68.239176
20362.335938,68.170938
20225.427734,68.102768
4268.511719,68.034666
15525.784180,67.966632
12300.781250,67.898666
10088.595703,67.830769
5756.571777,67.762939
13445.277344,67.695177
13049.155273,67.627482
12955.960938,67.559856
21269.902344,67.492297
36043.980469,67.424805
25100.341797,67.357381
45628.953125,67.290025
26923.738281,67.222736
28181.845703,67.155514
29445.509766,67.088359
32693.617188,67.021272
42627.816406,66.954251
5867.781250,66.887298
54974.265625,66.820412
69488.703125,66.753592
72341.640625,66.686839
28096.531250,66.620153
40491.214844,66.553534
41363.285156,66.486981
43000.828125,66.420495
69488.703125,66.354076
57296.972656,66.287722
25304.503906,66.221435
16376.874023,66.155215
46824.007812,66.089061
77112.210938,66.022972
80218.976562,65.956950
77112.210938,65.890994
33528.171875,65.825104
31561.886719,65.759280
72341.640625,65.693521
72341.640625,65.627829
80218.976562,65.562202
70730.437500,65.496640
61214.496094,65.431144
66314.046875,65.365714
54974.265625,65.300349
54974.265625,65.235050
54974.265625,65.169816
59656.707031,65.104647
54974.265625,65.039543
57296.972656,64.974504
59656.707031,64.909530
67977.820312,64.844622
61214.496094,64.779778
67977.820312,64.714999
57296.972656,64.650285
61214.496094,64.585635
67977.820312,64.521051
59656.707031,64.456530
67977.820312,64.392075
67977.820312,64.327683
59656.707031,64.263357
61214.496094,64.199094
53676.039062,64.134896
53676.039062,64.070762
59665.000000,64.006692
59665.000000,63.942686
59665.000000,63.878744
59665.000000,63.814866
69488.703125,63.751052
69488.703125,63.687302
80218.976562,63.623615
72341.640625,63.559993
72341.640625,63.496433
72341.640625,63.432938
69488.703125,63.369506
72341.640625,63.306137
69488.703125,63.242832
77112.210938,63.179590
80218.976562,63.116411
72341.640625,63.053295
72341.640625,62.990243
72341.640625,62.927253
77112.210938,62.864327
33424.609375,62.801463
54974.265625,62.738663
57296.972656,62.675925
70730.437500,62.613250
67977.820312,62.550637
67977.820312,62.488087
67977.820312,62.425600
77112.210938,62.363175
77112.210938,62.300813
72341.640625,62.238513
80218.976562,62.176275
77112.210938,62.114100
77112.210938,62.051986
77112.210938,61.989935
80218.976562,61.927946
69488.703125,61.866019
80218.976562,61.804154
72341.640625,61.742350
77112.210938,61.680609
77112.210938,61.618929
57296.972656,61.557311
67977.820312,61.495754
54974.265625,61.434259
62099.324219,61.372826
67977.820312,61.311454
61214.496094,61.250143
57296.972656,61.188894
67977.820312,61.127706
25137.539062,61.066579
19266.589844,61.005513
19737.931641,60.944508
27495.753906,60.883565
29882.312500,60.822682
2203.782227,60.761860
17856.875000,60.701099
6265.397949,60.640399
198.776672,60.579759
32678.248047,60.519180
28841.703125,60.458662
37416.800781,60.398204
9103.708984,60.337806
8607.001953,60.277469
18884.144531,60.217193
24485.464844,60.156976
14580.584961,60.096820
5322.464355,60.036724
18111.392578,59.976688
23200.976562,59.916712
1607.209229,59.856796
1678.719604,59.796940
3070.866943,59.737144
16296.455078,59.677407
22897.001953,59.617731
23162.416016,59.558114
26798.746094,59.498557
12016.963867,59.439059
12095.078125,59.379620
1777.090088,59.320242
333.998108,59.260922
8211.654297,59.201662
21453.179688,59.142461
19260.646484,59.083319
646.697510,59.024237
1617.470947,58.965213
20833.199219,58.906249
17444.597656,58.847343
21231.677734,58.788497
14594.095703,58.729709
3174.851562,58.670980
21148.886719,58.612310
18646.167969,58.553698
5485.729004,58.495145
522.086975,58.436651
680.706238,58.378215
1250.018066,58.319838
11362.000000,58.261519
24411.724609,58.203258
27477.109375,58.145055
32548.804688,58.086911
59665.000000,58.028825
67977.820312,57.970797
12745.017578,57.912827
30534.554688,57.854915
32693.617188,57.797060
27902.554688,57.739264
69488.703125,57.681526
77112.210938,57.623845
37735.402344,57.566222
37213.929688,57.508656
37735.402344,57.451148
37213.929688,57.393698
15409.365234,57.336305
9401.460938,57.278969
10420.212891,57.221691
5994.115234,57.164470
24900.054688,57.107306
3578.410889,57.050200
8460.565430,56.993150
6728.755371,56.936158
7939.260254,56.879223
1179.622070,56.822344
20404.925781,56.765522
29910.982422,56.708758
54974.265625,56.652050
67977.820312,56.595398
26447.490234,56.538804
17143.175781,56.482266
20180.621094,56.425784
13928.455078,56.369359
966.981445,56.312990
30932.841797,56.256678
19831.568359,56.200422
39100.824219,56.144222
52117.390625,56.088079
46824.007812,56.031992
53676.039062,55.975960
30340.531250,55.919985
11207.505859,55.864066
5191.973633,55.808202
9191.400391,55.752395
973.831848,55.696643
8830.781250,55.640947
10070.557617,55.585307
40901.109375,55.529723
77112.210938,55.474194
80218.976562,55.418720
72341.640625,55.363302
80218.976562,55.307939
80218.976562,55.252632
77112.210938,55.197380
77112.210938,55.142184
72341.640625,55.087042
77112.210938,55.031956
69488.703125,54.976925
69488.703125,54.921948
69488.703125,54.867027
72341.640625,54.812161
77112.210938,54.757349
77112.210938,54.702593
72341.640625,54.647891
77112.210938,54.593244
77112.210938,54.538651
77112.210938,54.484113
80218.976562,54.429630
69488.703125,54.375201
70730.437500,54.320826
69488.703125,54.266506
77112.210938,54.212240
69488.703125,54.158029
77112.210938,54.103871
77112.210938,54.049768
72341.640625,53.995719
77112.210938,53.941724
72341.640625,53.887783
28181.845703,53.833896
32209.275391,53.780063
32406.503906,53.726284
11333.673828,53.672558
14987.790039,53.618886
27160.361328,53.565268
29718.957031,53.511703
23396.978516,53.458192
21367.416016,53.404735
7609.291504,53.351331
7154.324707,53.297980
34443.296875,53.244683
17321.919922,53.191439
9920.466797,53.138248
23298.101562,53.085110
19303.386719,53.032026
14747.536133,52.978995
30478.218750,52.926016
37126.054688,52.873091
54266.328125,52.820219
80218.976562,52.767399
80218.976562,52.714632
80218.976562,52.661918
77112.210938,52.609257
53676.039062,52.556649
67977.820312,52.504093
61214.496094,52.451589
63744.199219,52.399138
70730.437500,52.346740
70730.437500,52.294394
59665.000000,52.242100
53676.039062,52.189859
48146.109375,52.137669
59665.000000,52.085532
53676.039062,52.033448
59656.707031,51.981415
67977.820312,51.929434
57296.972656,51.877505
57296.972656,51.825628
54974.265625,51.773803
63744.199219,51.722030
57296.972656,51.670309
54974.265625,51.618639
57296.972656,51.567021
30023.027344,51.515455
32345.712891,51.463940
12656.778320,51.412477
8500.328125,51.361065
2277.213623,51.309705
20475.490234,51.258396
49166.722656,51.207138
20225.427734,51.155931
10355.201172,51.104776
742.570190,51.053672
8347.802734,51.002619
1617.470947,50.951617
8526.347656,50.900666
1835.468994,50.849766
6242.313477,50.798917
345.333008,50.748119
16896.802734,50.697371
11218.336914,50.646675
52117.390625,50.596029
52117.390625,50.545433
48146.109375,50.494888
61214.496094,50.444394
59656.707031,50.393950
59656.707031,50.343557
61214.496094,50.293214
70730.437500,50.242922
70730.437500,50.192679
70730.437500,50.142487
57296.972656,50.092345
72341.640625,50.042254
80218.976562,49.992212
72341.640625,49.942221
80218.976562,49.892279
80218.976562,49.842387
72341.640625,49.792546
70730.437500,49.742754
59665.000000,49.693012
67977.820312,49.643319
42328.394531,49.593677
45118.191406,49.544084
49166.722656,49.494540
40712.632812,49.445046
59656.707031,49.395602
57296.972656,49.346207
59656.707031,49.296861
54974.265625,49.247565
61214.496094,49.198318
57296.972656,49.149120
57296.972656,49.099972
70730.437500,49.050873
70730.437500,49.001822
53676.039062,48.952821
53676.039062,48.903869
70730.437500,48.854966
54974.265625,48.806111
67977.820312,48.757306
61214.496094,48.708549
54974.265625,48.659841
70730.437500,48.611182
59656.707031,48.562572
61214.496094,48.514010
70730.437500,48.465496
70730.437500,48.417031
70730.437500,48.368615
66314.046875,48.320247
54974.265625,48.271927
14872.735352,48.223656
11921.332031,48.175433
11816.944336,48.127258
13416.185547,48.079131
2833.637939,48.031053
8876.731445,47.983023
2157.217285,47.935040
0.000000,47.887106
54266.328125,47.839219
67977.820312,47.791381
54974.265625,47.743590
54974.265625,47.695847
54974.265625,47.648152
59665.000000,47.600504
59665.000000,47.552904
55915.003906,47.505352
57296.972656,47.457847
66314.046875,47.410390
59656.707031,47.362980
77112.210938,47.315618
69488.703125,47.268303
77112.210938,47.221035
72341.640625,47.173815
77112.210938,47.126641
77112.210938,47.079515
77112.210938,47.032437
69488.703125,46.985405
69488.703125,46.938420
77112.210938,46.891482
77112.210938,46.844591
72341.640625,46.797747
77112.210938,46.750950
54974.265625,46.704200
58189.089844,46.657496
62099.324219,46.610839
69488.703125,46.564229
72341.640625,46.517665
59665.000000,46.471148
59665.000000,46.424678
59665.000000,46.378254
59665.000000,46.331876
67977.820312,46.285545
77112.210938,46.239260
77112.210938,46.193021
80218.976562,46.146829
80218.976562,46.100682
77112.210938,46.054582
77112.210938,46.008528
80218.976562,45.962520
80218.976562,45.916559
80218.976562,45.870643
80218.976562,45.824772
77112.210938,45.778948
69488.703125,45.733170
69488.703125,45.687437
80218.976562,45.641751
69488.703125,45.596109
80218.976562,45.550514
72341.640625,45.504964
35962.988281,45.459460
37230.179688,45.414001
14054.145508,45.368587
37630.046875,45.323219
39772.406250,45.277897
20606.632812,45.232619
29012.892578,45.187387
33250.863281,45.142200
57296.972656,45.097059
67977.820312,45.051962
67977.820312,45.006911
70730.437500,44.961905
70730.437500,44.916943
77112.210938,44.872027
77112.210938,44.827155
69488.703125,44.782329
72341.640625,44.737547
77112.210938,44.692810
69488.703125,44.648118
69488.703125,44.603470
77112.210938,44.558868
80218.976562,44.514309
77112.210938,44.469795
72341.640625,44.425326
80218.976562,44.380902
77112.210938,44.336521
77112.210938,44.292185
80218.976562,44.247894
77112.210938,44.203646
69488.703125,44.159443
80218.976562,44.115284
77112.210938,44.071170
77112.210938,44.027099
77112.210938,43.983072
67977.820312,43.939090
67977.820312,43.895151
67977.820312,43.851257
67977.820312,43.807406
54974.265625,43.763599
57296.972656,43.719836
61214.496094,43.676117
67977.820312,43.632441
67977.820312,43.588810
67977.820312,43.545221
53676.039062,43.501677
52293.343750,43.458176
26525.513672,43.414718
48146.109375,43.371304
67977.820312,43.327933
57296.972656,43.284606
69488.703125,43.241322
77112.210938,43.198081
77112.210938,43.154883
77112.210938,43.111729
77112.210938,43.068618
77112.210938,43.025550
80218.976562,42.982525
80218.976562,42.939543
72341.640625,42.896604
77112.210938,42.853708
77112.210938,42.810855
72341.640625,42.768044
77112.210938,42.725277
77112.210938,42.682552
77112.210938,42.639870
77112.210938,42.597231
72341.640625,42.554634
69488.703125,42.512080
72341.640625,42.469568
69488.703125,42.427099
69488.703125,42.384673
77112.210938,42.342289
77112.210938,42.299947
77112.210938,42.257648
77112.210938,42.215390
69488.703125,42.173176
77112.210938,42.131003
69488.703125,42.088873
77112.210938,42.046784
72341.640625,42.004738
77112.210938,41.962734
77112.210938,41.920772
80218.976562,41.878851
80218.976562,41.836973
80218.976562,41.795137
77112.210938,41.753342
77112.210938,41.711589
72341.640625,41.669878
77112.210938,41.628209
77112.210938,41.586581
80218.976562,41.544995
77112.210938,41.503451
77112.210938,41.461948
80218.976562,41.420486
72341.640625,41.379066
77112.210938,41.337688
80218.976562,41.296351
77112.210938,41.255055
80218.976562,41.213800
80218.976562,41.172587
80218.976562,41.131415
80218.976562,41.090284
80218.976562,41.049194
72341.640625,41.008146
69488.703125,40.967138
80218.976562,40.926171
80218.976562,40.885246
77112.210938,40.844361
77112.210938,40.803517
77112.210938,40.762714
69488.703125,40.721952
77112.210938,40.681231
77112.210938,40.640550
77112.210938,40.599910
80218.976562,40.559311
69488.703125,40.518752
69488.703125,40.478234
72341.640625,40.437756
77112.210938,40.397319
80218.976562,40.356922
80218.976562,40.316565
80218.976562,40.276249
80218.976562,40.235974
66314.046875,40.195738
70730.437500,40.155543
59656.707031,40.115388
54974.265625,40.075273
67977.820312,40.035198
67977.820312,39.995164
70730.437500,39.955169
70730.437500,39.915214
77112.210938,39.875300
77112.210938,39.835425
80218.976562,39.795590
72341.640625,39.755795
69488.703125,39.716040
69488.703125,39.676324
80218.976562,39.636648
77112.210938,39.597012
72341.640625,39.557416
77112.210938,39.517859
77112.210938,39.478341
69488.703125,39.438863
77112.210938,39.399425
77112.210938,39.360026
80218.976562,39.320667
72341.640625,39.281346
69488.703125,39.242066
69488.703125,39.202824
80218.976562,39.163622
72341.640625,39.124459
80218.976562,39.085335
77112.210938,39.046250
77112.210938,39.007204
80218.976562,38.968197
77112.210938,38.929230
80218.976562,38.890301
77112.210938,38.851411
77112.210938,38.812560
77112.210938,38.773748
80218.976562,38.734975
59656.707031,38.696240
57296.972656,38.657545
66314.046875,38.618888
67977.820312,38.580269
72341.640625,38.541690
80218.976562,38.503148
77112.210938,38.464646
77112.210938,38.426182
80218.976562,38.387756
80218.976562,38.349369
77112.210938,38.311020
80218.976562,38.272709
77112.210938,38.234437
77112.210938,38.196203
67977.820312,38.158007
61214.496094,38.119850
67977.820312,38.081730
70730.437500,38.043649
80218.976562,38.005606
77112.210938,37.967601
77112.210938,37.929634
77112.210938,37.891705
69488.703125,37.853813
72341.640625,37.815960
80218.976562,37.778145
77112.210938,37.740367
61214.496094,37.702627
54974.265625,37.664925
59656.707031,37.627261
36092.902344,37.589634
29976.964844,37.552045
28564.296875,37.514493
59665.000000,37.476979
59665.000000,37.439503
59665.000000,37.402064
43044.359375,37.364662
44933.125000,37.327298
43044.359375,37.289971
67977.820312,37.252681
66314.046875,37.215429
72341.640625,37.178214
77112.210938,37.141037
80218.976562,37.103896
77112.210938,37.066793
77112.210938,37.029726
77112.210938,36.992697
80218.976562,36.955705
77112.210938,36.918750
80218.976562,36.881831
69488.703125,36.844950
77112.210938,36.808105
77112.210938,36.771298
77112.210938,36.734527
80218.976562,36.697793
77112.210938,36.661096
80218.976562,36.624435
80218.976562,36.587811
80218.976562,36.551224
77112.210938,36.514673
77112.210938,36.478159
77112.210938,36.441681
77112.210938,36.405240
80218.976562,36.368835
77112.210938,36.332467
80218.976562,36.296135
77112.210938,36.259839
77112.210938,36.223580
77112.210938,36.187357
77112.210938,36.151170
77112.210938,36.115019
77112.210938,36.078904
80218.976562,36.042826
70730.437500,36.006784
61214.496094,35.970777
70730.437500,35.934807
70730.437500,35.898873
59665.000000,35.862974
59665.000000,35.827112
59665.000000,35.791285
62099.324219,35.755494
59665.000000,35.719739
59665.000000,35.684020
59665.000000,35.648336
72341.640625,35.612688
69488.703125,35.577076
77112.210938,35.541500
72341.640625,35.505959
77112.210938,35.470453
77112.210938,35.434983
80218.976562,35.399549
80218.976562,35.364149
77112.210938,35.328786
77112.210938,35.293457
80218.976562,35.258164
77112.210938,35.222907
80218.976562,35.187684
72341.640625,35.152497
72341.640625,35.117345
80218.976562,35.082228
80218.976562,35.047146
80218.976562,35.012100
77112.210938,34.977088
72341.640625,34.942111
