candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.523725
began: 2023-Apr-21 14:50:47
it: 0, best value: -16.9499, curr value: -16.9499, tabu list size: 1
it: 107, best value: 138.123, curr value: 134.907, tabu list size: 31
it: 108, best value: 138.123, curr value: 133.506, tabu list size: 31
it: 109, best value: 138.123, curr value: 133.506, tabu list size: 30
it: 110, best value: 138.123, curr value: 128.908, tabu list size: 30
it: 111, best value: 138.123, curr value: 133.506, tabu list size: 30
it: 112, best value: 138.123, curr value: 131.917, tabu list size: 30
it: 113, best value: 138.123, curr value: 127.004, tabu list size: 30
it: 114, best value: 138.123, curr value: 133.506, tabu list size: 30
it: 115, best value: 138.123, curr value: 128.908, tabu list size: 29
it: 116, best value: 138.123, curr value: 127.004, tabu list size: 29
it: 117, best value: 138.123, curr value: 131.917, tabu list size: 29
it: 118, best value: 138.123, curr value: 124.848, tabu list size: 29
it: 119, best value: 138.123, curr value: 131.917, tabu list size: 29
it: 120, best value: 138.123, curr value: 128.598, tabu list size: 29
it: 121, best value: 138.123, curr value: 131.202, tabu list size: 29
it: 122, best value: 138.123, curr value: 128.598, tabu list size: 29
it: 123, best value: 138.123, curr value: 138.123, tabu list size: 29
it: 124, best value: 138.123, curr value: 129.94, tabu list size: 29
it: 125, best value: 138.123, curr value: 123.062, tabu list size: 29
it: 126, best value: 138.123, curr value: 130.695, tabu list size: 29
it: 127, best value: 138.123, curr value: 138.123, tabu list size: 29
ended: 2023-Apr-21 14:53:07
duration: 2:19.121179
