candles read:
from: 2017-Aug-17 04:00:00
to: 2023-Apr-11 22:10:00
difference: 2063d 18:10:00.000000
count: 2963250
duration: 3.831005
began: 2023-Apr-21 16:01:31
it: 0, best value: -47.9622, curr value: -47.9622, tabu list size: 1
it: 48, best value: 314.1, curr value: 314.1, tabu list size: 42
it: 49, best value: 314.1, curr value: 311.087, tabu list size: 43
it: 50, best value: 314.1, curr value: 287.015, tabu list size: 44
it: 51, best value: 314.1, curr value: 287.015, tabu list size: 44
it: 52, best value: 314.1, curr value: 282.739, tabu list size: 45
it: 53, best value: 332.358, curr value: 332.358, tabu list size: 46
it: 54, best value: 338.613, curr value: 338.613, tabu list size: 47
it: 55, best value: 358.921, curr value: 358.921, tabu list size: 48
it: 56, best value: 358.921, curr value: 358.921, tabu list size: 48
it: 57, best value: 358.921, curr value: 338.613, tabu list size: 49
it: 58, best value: 358.921, curr value: 332.358, tabu list size: 50
it: 59, best value: 358.921, curr value: 358.921, tabu list size: 51
it: 60, best value: 358.921, curr value: 318.557, tabu list size: 52
it: 61, best value: 358.921, curr value: 313.131, tabu list size: 53
it: 62, best value: 358.921, curr value: 338.613, tabu list size: 54
it: 63, best value: 358.921, curr value: 313.131, tabu list size: 55
it: 64, best value: 358.921, curr value: 332.358, tabu list size: 56
it: 65, best value: 358.921, curr value: 313.131, tabu list size: 57
it: 66, best value: 358.921, curr value: 318.557, tabu list size: 58
it: 67, best value: 358.921, curr value: 308.166, tabu list size: 59
it: 68, best value: 358.921, curr value: 288.257, tabu list size: 60
it: 69, best value: 358.921, curr value: 308.166, tabu list size: 61
it: 70, best value: 358.921, curr value: 279.077, tabu list size: 62
it: 71, best value: 358.921, curr value: 218.266, tabu list size: 63
it: 72, best value: 358.921, curr value: 213.445, tabu list size: 64
it: 73, best value: 358.921, curr value: 211.772, tabu list size: 65
it: 74, best value: 358.921, curr value: 211.772, tabu list size: 65
it: 75, best value: 358.921, curr value: 213.445, tabu list size: 65
it: 76, best value: 358.921, curr value: 206.704, tabu list size: 65
it: 77, best value: 358.921, curr value: 197.487, tabu list size: 66
it: 78, best value: 358.921, curr value: 208.428, tabu list size: 66
it: 79, best value: 358.921, curr value: 192.501, tabu list size: 67
it: 80, best value: 358.921, curr value: 227.149, tabu list size: 68
it: 81, best value: 358.921, curr value: 252.041, tabu list size: 69
it: 82, best value: 358.921, curr value: 239.641, tabu list size: 70
it: 83, best value: 358.921, curr value: 233.933, tabu list size: 71
it: 84, best value: 358.921, curr value: 280.206, tabu list size: 72
it: 85, best value: 358.921, curr value: 261.71, tabu list size: 73
it: 86, best value: 358.921, curr value: 223.226, tabu list size: 74
it: 87, best value: 358.921, curr value: 262.509, tabu list size: 75
it: 88, best value: 358.921, curr value: 260.295, tabu list size: 75
it: 89, best value: 358.921, curr value: 221.833, tabu list size: 76
it: 90, best value: 358.921, curr value: 221.833, tabu list size: 76
it: 91, best value: 358.921, curr value: 211.802, tabu list size: 77
it: 92, best value: 358.921, curr value: 221.833, tabu list size: 78
it: 93, best value: 358.921, curr value: 206.771, tabu list size: 79
it: 94, best value: 358.921, curr value: 206.771, tabu list size: 79
it: 95, best value: 358.921, curr value: 183.596, tabu list size: 79
it: 96, best value: 358.921, curr value: 230.052, tabu list size: 78
it: 97, best value: 358.921, curr value: 230.062, tabu list size: 78
it: 98, best value: 358.921, curr value: 224.632, tabu list size: 78
it: 99, best value: 358.921, curr value: 339.186, tabu list size: 78
it: 100, best value: 358.921, curr value: 339.186, tabu list size: 78
it: 101, best value: 358.921, curr value: 271.013, tabu list size: 79
it: 102, best value: 359.81, curr value: 359.81, tabu list size: 79
it: 103, best value: 359.81, curr value: 352.604, tabu list size: 79
it: 104, best value: 359.81, curr value: 359.81, tabu list size: 79
it: 105, best value: 359.81, curr value: 285.451, tabu list size: 79
it: 106, best value: 359.81, curr value: 241.557, tabu list size: 79
it: 107, best value: 359.81, curr value: 352.604, tabu list size: 79
it: 108, best value: 359.81, curr value: 262.621, tabu list size: 79
it: 109, best value: 359.81, curr value: 324.928, tabu list size: 79
it: 110, best value: 370.685, curr value: 370.685, tabu list size: 78
it: 111, best value: 370.685, curr value: 370.685, tabu list size: 78
it: 112, best value: 370.685, curr value: 279.883, tabu list size: 78
it: 113, best value: 370.685, curr value: 173.185, tabu list size: 78
it: 114, best value: 370.685, curr value: 279.883, tabu list size: 78
it: 115, best value: 370.685, curr value: 279.883, tabu list size: 77
it: 116, best value: 370.685, curr value: 161.802, tabu list size: 77
it: 117, best value: 370.685, curr value: 352.604, tabu list size: 77
it: 118, best value: 370.685, curr value: 241.557, tabu list size: 77
it: 119, best value: 370.685, curr value: 148.402, tabu list size: 77
it: 120, best value: 370.685, curr value: 110.46, tabu list size: 77
it: 121, best value: 370.685, curr value: 241.557, tabu list size: 77
it: 122, best value: 370.685, curr value: 123.722, tabu list size: 77
it: 123, best value: 370.685, curr value: 236.035, tabu list size: 77
it: 124, best value: 370.685, curr value: 218.352, tabu list size: 77
it: 125, best value: 370.685, curr value: 276.144, tabu list size: 78
it: 126, best value: 370.685, curr value: 218.352, tabu list size: 77
it: 127, best value: 370.685, curr value: 257.454, tabu list size: 77
ended: 2023-Apr-21 16:04:18
duration: 2:47.704627
