candles read:
from: 2017-Aug-17 04:00:00
to: 2023-Apr-11 22:10:00
difference: 2063d 18:10:00.000000
count: 2963250
duration: 3.831005
began: 2023-Apr-21 16:01:31
it: 0, best value: -47.9622, curr value: -47.9622, tabu list size: 1
it: 1, best value: -46.3367, curr value: -46.3367, tabu list size: 2
it: 2, best value: -46.3367, curr value: -46.3367, tabu list size: 3
it: 3, best value: -37.7874, curr value: -37.7874, tabu list size: 4
it: 4, best value: -18.9019, curr value: -18.9019, tabu list size: 5
it: 5, best value: 48.7254, curr value: 48.7254, tabu list size: 6
it: 6, best value: 49.6435, curr value: 49.6435, tabu list size: 7
it: 7, best value: 66.6156, curr value: 66.6156, tabu list size: 8
it: 8, best value: 172.671, curr value: 172.671, tabu list size: 9
it: 9, best value: 193.559, curr value: 193.559, tabu list size: 10
it: 10, best value: 197.038, curr value: 197.038, tabu list size: 11
it: 11, best value: 214.151, curr value: 214.151, tabu list size: 12
it: 12, best value: 236.202, curr value: 236.202, tabu list size: 13
it: 13, best value: 267.91, curr value: 267.91, tabu list size: 14
it: 14, best value: 267.91, curr value: 267.91, tabu list size: 15
it: 15, best value: 301.947, curr value: 301.947, tabu list size: 16
it: 16, best value: 302.33, curr value: 302.33, tabu list size: 17
it: 17, best value: 302.33, curr value: 297.986, tabu list size: 18
it: 18, best value: 302.33, curr value: 291.129, tabu list size: 19
it: 19, best value: 302.33, curr value: 301.947, tabu list size: 20
it: 20, best value: 302.33, curr value: 289.249, tabu list size: 21
it: 21, best value: 302.33, curr value: 302.33, tabu list size: 22
it: 22, best value: 302.33, curr value: 289.249, tabu list size: 23
it: 23, best value: 302.33, curr value: 284.955, tabu list size: 24
it: 24, best value: 302.33, curr value: 297.986, tabu list size: 25
it: 25, best value: 302.33, curr value: 284.955, tabu list size: 26
it: 26, best value: 302.33, curr value: 285.32, tabu list size: 27
it: 27, best value: 302.33, curr value: 268.358, tabu list size: 28
it: 28, best value: 302.33, curr value: 278.682, tabu list size: 29
it: 29, best value: 302.33, curr value: 278.682, tabu list size: 29
it: 30, best value: 302.33, curr value: 278.512, tabu list size: 30
it: 31, best value: 302.33, curr value: 291.129, tabu list size: 31
it: 32, best value: 302.33, curr value: 272.615, tabu list size: 32
it: 33, best value: 302.33, curr value: 294.383, tabu list size: 33
it: 34, best value: 302.33, curr value: 278.257, tabu list size: 34
it: 35, best value: 302.33, curr value: 284.264, tabu list size: 35
it: 36, best value: 302.33, curr value: 285.32, tabu list size: 35
it: 37, best value: 302.33, curr value: 246.218, tabu list size: 36
it: 38, best value: 302.33, curr value: 276.676, tabu list size: 36
it: 39, best value: 302.33, curr value: 275.693, tabu list size: 37
it: 40, best value: 302.33, curr value: 235.615, tabu list size: 38
it: 41, best value: 302.33, curr value: 235.615, tabu list size: 38
it: 42, best value: 302.33, curr value: 219.282, tabu list size: 39
it: 43, best value: 302.33, curr value: 225.231, tabu list size: 39
it: 44, best value: 302.33, curr value: 242.694, tabu list size: 40
it: 45, best value: 302.33, curr value: 242.694, tabu list size: 40
it: 46, best value: 302.33, curr value: 218.909, tabu list size: 41
it: 47, best value: 314.1, curr value: 314.1, tabu list size: 42
