curr state net profit,temperature,mean threshold worse acceptance
6405.470703,57.000000,0.770233
11234.220703,56.828999,0.784101
0.000000,56.658511,0.488985
18702.125000,56.488534,0.700192
23492.449219,56.319067,0.415570
15024.003906,56.150109,0.509745
5758.512695,55.981657,0.633571
25012.929688,55.813711,0.657919
23305.753906,55.646269,0.444394
23105.871094,55.479329,0.644084
18390.873047,55.312890,0.502822
-60.496094,55.146950,0.690171
19537.572266,54.981508,0.566787
29109.312500,54.816562,0.660076
11127.765625,54.652111,0.628469
4311.132324,54.488154,0.747536
21703.039062,54.324688,0.617592
27207.349609,54.161713,0.543524
8302.566406,53.999227,0.622735
3150.022705,53.837228,0.564125
0.000000,53.675715,0.702728
14887.619141,53.514687,0.740549
44376.464844,53.354142,0.118139
70619.250000,53.194078,0.851472
60174.664062,53.034495,0.494414
87031.664062,52.875390,0.687949
83685.070312,52.716763,0.662356
83685.070312,52.558611,0.000000
89652.601562,52.400935,0.000000
93200.414062,52.243731,0.000000
87031.664062,52.086998,0.546614
88288.445312,51.930736,0.665036
83685.070312,51.774943,0.523202
89652.601562,51.619617,0.000000
90949.906250,51.464757,0.000000
86523.820312,51.310362,0.555616
86523.820312,51.156430,0.000000
86523.820312,51.002959,0.000000
83685.070312,50.849949,0.573163
83685.070312,50.697398,0.000000
83685.070312,50.545305,0.434421
86523.820312,50.393668,0.506975
86523.820312,50.242486,0.000000
83685.070312,50.091758,0.543642
89652.601562,49.941481,0.000000
85152.453125,49.791656,0.478767
74103.296875,49.642280,0.571170
85152.453125,49.493352,0.000000
85152.453125,49.344871,0.505432
74103.296875,49.196835,0.514044
65470.976562,49.049244,0.172968
65470.976562,48.902095,0.818396
67746.406250,48.755388,0.817904
73795.835938,48.609120,0.620028
66453.953125,48.463292,0.619968
65470.976562,48.317901,0.816417
75404.203125,48.172946,0.000000
85152.453125,48.028426,0.000000
81797.828125,47.884340,0.384536
67652.648438,47.740686,0.177246
85152.453125,47.597463,0.000000
79232.632812,47.454670,0.537475
80199.265625,47.312305,0.579717
80199.265625,47.170367,0.000000
88529.609375,47.028855,0.000000
85152.453125,46.887767,0.487678
74103.296875,46.747103,0.244168
74103.296875,46.606861,0.000000
74103.296875,46.467039,0.624763
63757.445312,46.327637,0.652881
69484.570312,46.188653,0.388578
78356.093750,46.050086,0.938511
82492.500000,45.911935,0.000000
80943.328125,45.774198,0.713607
81045.851562,45.636875,0.698003
81045.851562,45.499963,0.573485
81045.851562,45.363462,0.680185
64002.226562,45.227371,0.339590
71021.031250,45.091688,0.711972
77852.078125,44.956412,0.786881
79477.453125,44.821542,0.361367
79477.453125,44.687076,0.683599
89652.601562,44.553014,0.630918
93200.414062,44.419354,0.000000
93200.414062,44.286095,0.000000
86523.820312,44.153236,0.354360
87771.382812,44.020775,0.258840
83685.070312,43.888712,0.639652
83685.070312,43.757045,0.000000
87771.382812,43.625773,0.000000
86523.820312,43.494894,0.751286
84906.953125,43.364409,0.689534
86523.820312,43.234315,0.252554
96308.335938,43.104611,0.000000
89652.601562,42.975296,0.462668
86523.820312,42.846369,0.249426
75199.460938,42.717829,0.526825
79470.023438,42.589675,0.485010
79470.023438,42.461905,0.000000
85933.007812,42.334518,0.000000
88529.609375,42.207514,0.139772
85152.453125,42.080891,0.354735
79470.023438,41.954647,0.455537
79470.023438,41.828782,0.278268
84919.687500,41.703295,0.000000
85152.453125,41.578184,0.270692
86387.960938,41.453449,0.000000
86387.960938,41.329088,0.498086
82656.078125,41.205099,0.248516
85152.453125,41.081483,0.616303
80199.265625,40.958238,0.299482
88021.242188,40.835362,0.676720
88021.242188,40.712855,0.467888
89652.601562,40.590716,0.599525
89652.601562,40.468943,0.229887
86523.820312,40.347535,0.219074
86523.820312,40.226492,0.734032
83685.070312,40.105812,0.493767
83685.070312,39.985493,0.458765
83685.070312,39.865536,0.736696
93992.875000,39.745939,0.000000
88288.445312,39.626700,0.604731
83685.070312,39.507819,0.557080
80199.265625,39.389295,0.177395
76295.617188,39.271126,0.371188
81797.828125,39.153312,0.231030
86387.960938,39.035851,0.679422
85152.453125,38.918743,0.479550
88021.242188,38.801986,0.877549
88021.242188,38.685579,0.000000
76295.617188,38.569521,0.196365
74103.296875,38.453812,0.554358
74103.296875,38.338450,0.000000
76645.343750,38.223433,0.334878
88021.242188,38.108762,0.746182
85933.007812,37.994435,0.443140
96308.335938,37.880451,0.000000
86523.820312,37.766809,0.295491
89652.601562,37.653508,0.460787
90949.906250,37.540547,0.000000
89652.601562,37.427924,0.707812
90949.906250,37.315640,0.000000
90949.906250,37.203692,0.382648
84906.953125,37.092080,0.294770
88288.445312,36.980803,0.000000
