curr state net profit,temperature,mean threshold worse acceptance
0.000000,7500.000000,0.999162
5076.003906,210.335263,0.990072
15005.895508,134.094719,0.815369
3519.011475,106.663302,0.839814
11843.931641,92.056284,0.779771
13252.546875,82.792447,0.840575
473.800110,76.300537,0.859999
19674.802734,71.447572,0.673182
39803.347656,67.652146,0.679294
72268.531250,64.583210,0.477692
68078.148438,62.037426,0.596391
58908.500000,59.882471,0.538438
65114.226562,58.028216,0.769497
68531.523438,56.410969,0.722457
65357.628906,54.984325,0.509534
63806.863281,53.713602,0.481112
37193.765625,52.572304,0.405424
73888.750000,51.539807,0.592174
64070.492188,50.599793,0.566433
60128.347656,49.739163,0.020507
56258.980469,48.947268,0.550690
53067.820312,48.215350,0.661378
51087.621094,47.536135,0.536913
74368.265625,46.903526,0.675686
68610.703125,46.312365,0.404855
79221.914062,45.758262,0.639571
79221.914062,45.237449,0.000000
89652.601562,44.746673,0.563797
87771.382812,44.283112,0.659889
86523.820312,43.844299,0.640612
87771.382812,43.428071,0.000000
88288.445312,43.032520,0.517068
90949.906250,42.655958,0.455755
83685.070312,42.296884,0.496723
83685.070312,41.953957,0.749102
83685.070312,41.625978,0.508325
84906.953125,41.311868,0.692851
83685.070312,41.010654,0.743960
83685.070312,40.721458,0.742345
84906.953125,40.443482,0.000000
89652.601562,40.176002,0.415934
89652.601562,39.918358,0.226425
89652.601562,39.669945,0.000000
89652.601562,39.430211,0.000000
90949.906250,39.198649,0.719632
83685.070312,38.974793,0.473112
83685.070312,38.758212,0.216293
83685.070312,38.548510,0.729602
83685.070312,38.345320,0.000000
83685.070312,38.148302,0.727130
83685.070312,37.957140,0.725934
89652.601562,37.771542,0.000000
83685.070312,37.591235,0.205997
83685.070312,37.415963,0.000000
86523.820312,37.245491,0.716462
89652.601562,37.079594,0.593486
85152.453125,36.918067,0.248563
88529.609375,36.760714,0.050142
85152.453125,36.607353,0.636504
89652.601562,36.457812,0.211767
89652.601562,36.311929,0.000000
89652.601562,36.169554,0.000000
89652.601562,36.030542,0.698601
83685.070312,35.894759,0.451626
87031.664062,35.762077,0.435860
92668.398438,35.632376,0.370811
89957.351562,35.505542,0.422277
93200.414062,35.381467,0.414876
89652.601562,35.260048,0.366875
89652.601562,35.141189,0.000000
84906.953125,35.024799,0.181078
83685.070312,34.910788,0.596203
87031.664062,34.799075,0.383426
93200.414062,34.689580,0.360770
83685.070312,34.582227,0.418526
93992.875000,34.476946,0.000000
90949.906250,34.373668,0.519185
89652.601562,34.272328,0.685631
85152.453125,34.172863,0.268999
88529.609375,34.075214,0.000000
85152.453125,33.979324,0.418946
86387.960938,33.885140,0.259015
86387.960938,33.792608,0.425603
86387.960938,33.701679,0.000000
90949.906250,33.612306,0.374451
90949.906250,33.524443,0.404413
89652.601562,33.438046,0.679108
90949.906250,33.353072,0.000000
83685.070312,33.269483,0.422427
87031.664062,33.187238,0.000000
89957.351562,33.106301,0.364805
84906.953125,33.026636,0.468831
87031.664062,32.948209,0.690757
