candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.569108
began: 2023-Apr-21 15:06:54
it: 0, best value: -51.5959, curr value: -51.5959, tabu list size: 1
it: 83, best value: 107.956, curr value: 96.8371, tabu list size: 31
it: 84, best value: 107.956, curr value: 102.97, tabu list size: 31
it: 85, best value: 107.956, curr value: 100.407, tabu list size: 31
it: 86, best value: 107.956, curr value: 106.402, tabu list size: 31
it: 87, best value: 107.956, curr value: 106.402, tabu list size: 31
it: 88, best value: 107.956, curr value: 103.886, tabu list size: 31
it: 89, best value: 107.956, curr value: 106.402, tabu list size: 31
it: 90, best value: 107.956, curr value: 100.957, tabu list size: 31
it: 91, best value: 107.956, curr value: 96.3417, tabu list size: 31
it: 92, best value: 107.956, curr value: 99.9353, tabu list size: 31
it: 93, best value: 107.956, curr value: 87.5669, tabu list size: 31
it: 94, best value: 107.956, curr value: 93.5574, tabu list size: 31
it: 95, best value: 107.956, curr value: 91.6344, tabu list size: 31
it: 96, best value: 107.956, curr value: 99.9353, tabu list size: 31
it: 97, best value: 107.956, curr value: 89.2459, tabu list size: 31
it: 98, best value: 107.956, curr value: 99.9353, tabu list size: 31
it: 99, best value: 107.956, curr value: 94.2906, tabu list size: 31
it: 100, best value: 107.956, curr value: 107.956, tabu list size: 31
it: 101, best value: 107.956, curr value: 103.861, tabu list size: 31
it: 102, best value: 107.956, curr value: 98.7539, tabu list size: 31
it: 103, best value: 107.956, curr value: 87.2361, tabu list size: 31
it: 104, best value: 107.956, curr value: 81.5364, tabu list size: 31
it: 105, best value: 107.956, curr value: 90.0068, tabu list size: 31
it: 106, best value: 107.956, curr value: 92.809, tabu list size: 31
it: 107, best value: 107.956, curr value: 98.1342, tabu list size: 31
it: 108, best value: 107.956, curr value: 98.1342, tabu list size: 31
it: 109, best value: 107.956, curr value: 92.809, tabu list size: 31
it: 110, best value: 107.956, curr value: 97.9613, tabu list size: 31
it: 111, best value: 107.956, curr value: 92.809, tabu list size: 31
it: 112, best value: 107.956, curr value: 92.809, tabu list size: 32
it: 113, best value: 107.956, curr value: 92.1494, tabu list size: 32
it: 114, best value: 107.956, curr value: 90.0068, tabu list size: 32
it: 115, best value: 107.956, curr value: 85.6805, tabu list size: 32
it: 116, best value: 107.956, curr value: 97.6737, tabu list size: 32
it: 117, best value: 107.956, curr value: 85.4336, tabu list size: 32
it: 118, best value: 107.956, curr value: 103.861, tabu list size: 32
it: 119, best value: 107.956, curr value: 85.4336, tabu list size: 32
it: 120, best value: 107.956, curr value: 97.6737, tabu list size: 32
it: 121, best value: 107.956, curr value: 97.6737, tabu list size: 32
it: 122, best value: 107.956, curr value: 85.4336, tabu list size: 31
it: 123, best value: 107.956, curr value: 79.7756, tabu list size: 31
it: 124, best value: 107.956, curr value: 97.6737, tabu list size: 31
it: 125, best value: 107.956, curr value: 83.8209, tabu list size: 31
it: 126, best value: 107.956, curr value: 102.97, tabu list size: 31
it: 127, best value: 107.956, curr value: 100.407, tabu list size: 31
ended: 2023-Apr-21 15:11:47
duration: 4:52.802102
