candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.569108
began: 2023-Apr-21 15:06:54
it: 0, best value: -51.5959, curr value: -51.5959, tabu list size: 1
it: 1, best value: -44.2856, curr value: -44.2856, tabu list size: 2
it: 2, best value: -40.6829, curr value: -40.6829, tabu list size: 3
it: 3, best value: -34.7969, curr value: -34.7969, tabu list size: 4
it: 4, best value: -15.7227, curr value: -15.7227, tabu list size: 5
it: 5, best value: -15.2839, curr value: -15.2839, tabu list size: 6
it: 6, best value: -15.2839, curr value: -15.2839, tabu list size: 7
it: 7, best value: 3.02501, curr value: 3.02501, tabu list size: 8
it: 8, best value: 29.3287, curr value: 29.3287, tabu list size: 9
it: 9, best value: 51.2164, curr value: 51.2164, tabu list size: 10
it: 10, best value: 54.9634, curr value: 54.9634, tabu list size: 11
it: 11, best value: 54.9634, curr value: 54.9634, tabu list size: 12
it: 12, best value: 59.6051, curr value: 59.6051, tabu list size: 13
it: 13, best value: 60.5864, curr value: 60.5864, tabu list size: 14
it: 14, best value: 69.8856, curr value: 69.8856, tabu list size: 15
it: 15, best value: 72.4249, curr value: 72.4249, tabu list size: 16
it: 16, best value: 72.8624, curr value: 72.8624, tabu list size: 17
it: 17, best value: 72.9121, curr value: 72.9121, tabu list size: 18
it: 18, best value: 72.9121, curr value: 72.7008, tabu list size: 19
it: 19, best value: 72.9121, curr value: 72.3552, tabu list size: 20
it: 20, best value: 72.9121, curr value: 71.5499, tabu list size: 21
it: 21, best value: 73.0154, curr value: 73.0154, tabu list size: 22
it: 22, best value: 73.0154, curr value: 73.0154, tabu list size: 22
it: 23, best value: 73.0154, curr value: 71.5499, tabu list size: 23
it: 24, best value: 73.0154, curr value: 70.1769, tabu list size: 24
it: 25, best value: 73.8298, curr value: 73.8298, tabu list size: 25
it: 26, best value: 73.8298, curr value: 73.8298, tabu list size: 25
it: 27, best value: 73.8298, curr value: 73.0154, tabu list size: 26
it: 28, best value: 73.8298, curr value: 70.1769, tabu list size: 27
it: 29, best value: 73.8298, curr value: 73.0154, tabu list size: 28
it: 30, best value: 73.8298, curr value: 66.7237, tabu list size: 29
it: 31, best value: 73.8298, curr value: 68.1708, tabu list size: 30
it: 32, best value: 73.8298, curr value: 58.3137, tabu list size: 30
it: 33, best value: 73.8298, curr value: 54.4855, tabu list size: 30
it: 34, best value: 73.8298, curr value: 58.3137, tabu list size: 30
it: 35, best value: 73.8298, curr value: 48.5033, tabu list size: 30
it: 36, best value: 73.8298, curr value: 68.1708, tabu list size: 30
it: 37, best value: 73.8298, curr value: 68.1708, tabu list size: 29
it: 38, best value: 73.8298, curr value: 63.473, tabu list size: 29
it: 39, best value: 73.8298, curr value: 63.473, tabu list size: 29
it: 40, best value: 73.8298, curr value: 65.1985, tabu list size: 29
it: 41, best value: 73.8298, curr value: 61.1063, tabu list size: 29
it: 42, best value: 73.8298, curr value: 58.403, tabu list size: 29
it: 43, best value: 73.8298, curr value: 72.4249, tabu list size: 29
it: 44, best value: 73.8298, curr value: 72.4249, tabu list size: 29
it: 45, best value: 73.8298, curr value: 69.8856, tabu list size: 29
it: 46, best value: 73.8298, curr value: 61.5608, tabu list size: 29
it: 47, best value: 73.8298, curr value: 61.5608, tabu list size: 29
it: 48, best value: 73.8298, curr value: 53.5698, tabu list size: 29
it: 49, best value: 73.8298, curr value: 64.0924, tabu list size: 29
it: 50, best value: 74.1809, curr value: 74.1809, tabu list size: 29
it: 51, best value: 77.5024, curr value: 77.5024, tabu list size: 29
it: 52, best value: 79.1583, curr value: 79.1583, tabu list size: 29
it: 53, best value: 96.1498, curr value: 96.1498, tabu list size: 29
it: 54, best value: 96.1498, curr value: 94.2906, tabu list size: 30
it: 55, best value: 100.804, curr value: 100.804, tabu list size: 30
it: 56, best value: 103.796, curr value: 103.796, tabu list size: 30
it: 57, best value: 107.956, curr value: 107.956, tabu list size: 30
it: 58, best value: 107.956, curr value: 100.058, tabu list size: 31
it: 59, best value: 107.956, curr value: 107.956, tabu list size: 31
it: 60, best value: 107.956, curr value: 98.7539, tabu list size: 31
it: 61, best value: 107.956, curr value: 82.6141, tabu list size: 31
it: 62, best value: 107.956, curr value: 98.7539, tabu list size: 31
it: 63, best value: 107.956, curr value: 103.861, tabu list size: 31
it: 64, best value: 107.956, curr value: 82.4144, tabu list size: 31
it: 65, best value: 107.956, curr value: 107.956, tabu list size: 31
it: 66, best value: 107.956, curr value: 91.7242, tabu list size: 31
it: 67, best value: 107.956, curr value: 103.796, tabu list size: 31
it: 68, best value: 107.956, curr value: 98.0107, tabu list size: 31
it: 69, best value: 107.956, curr value: 105.902, tabu list size: 32
it: 70, best value: 107.956, curr value: 100.058, tabu list size: 32
it: 71, best value: 107.956, curr value: 105.902, tabu list size: 32
it: 72, best value: 107.956, curr value: 105.902, tabu list size: 32
it: 73, best value: 107.956, curr value: 98.0107, tabu list size: 32
it: 74, best value: 107.956, curr value: 100.058, tabu list size: 32
it: 75, best value: 107.956, curr value: 98.0107, tabu list size: 32
it: 76, best value: 107.956, curr value: 94.8711, tabu list size: 32
it: 77, best value: 107.956, curr value: 103.796, tabu list size: 32
it: 78, best value: 107.956, curr value: 105.902, tabu list size: 32
it: 79, best value: 107.956, curr value: 105.902, tabu list size: 32
it: 80, best value: 107.956, curr value: 105.902, tabu list size: 31
it: 81, best value: 107.956, curr value: 88.6726, tabu list size: 31
it: 82, best value: 107.956, curr value: 100.804, tabu list size: 31
