time,sma(1),entry level 1,entry level 2,entry level 3,entry level 4,sma(1)
1601694000,10537,9799.45,9483.34,8956.49,8429.64,10537
1601697600,10546.2,9808,9491.61,8964.3,8436.99,10546.2
1601701200,10553,9814.3,9497.71,8970.06,8442.41,10553
1601704800,10546.2,9807.99,9491.61,8964.3,8436.98,10546.2
1601708400,10527.6,9790.65,9474.82,8948.45,8422.07,10527.6
1601712000,10525.6,9788.81,9473.05,8946.77,8420.49,10525.6
1601715600,10521.3,9784.84,9469.2,8943.13,8417.07,10521.3
1601719200,10519.6,9783.26,9467.67,8941.69,8415.7,10519.6
1601722800,10536,9798.51,9482.43,8955.63,8428.83,10536
1601726400,10544.5,9806.42,9490.08,8962.85,8435.63,10544.5
1601730000,10533.2,9795.84,9479.84,8953.19,8426.53,10533.2
1601733600,10532.6,9795.33,9479.35,8952.72,8426.09,10532.6
1601737200,10532.2,9794.97,9479,8952.39,8425.78,10532.2
1601740800,10540.4,9802.58,9486.36,8959.34,8432.32,10540.4
1601744400,10565,9825.45,9508.5,8980.25,8452,10565
1601748000,10576.8,9836.39,9519.09,8990.25,8461.41,10576.8
1601751600,10577.1,9836.74,9519.43,8990.57,8461.71,10577.1
1601755200,10580.7,9840.06,9522.64,8993.61,8464.57,10580.7
1601758800,10572.8,9832.69,9515.51,8986.87,8458.23,10572.8
1601762400,10565.3,9825.72,9508.76,8980.5,8452.23,10565.3
1601766000,10556.3,9817.35,9500.67,8972.85,8445.04,10556.3
1601769600,10550.7,9812.16,9495.64,8968.1,8440.57,10550.7
1601773200,10540.3,9802.47,9486.26,8959.24,8432.23,10540.3
1601776800,10537.5,9799.9,9483.77,8956.89,8430.02,10537.5
1601780400,10542.5,9804.54,9488.26,8961.14,8434.01,10542.5
1601784000,10548.9,9810.44,9493.97,8966.53,8439.09,10548.9
1601787600,10558.9,9819.76,9502.99,8975.05,8447.1,10558.9
1601791200,10566.8,9827.13,9510.13,8981.79,8453.45,10566.8
1601794800,10595,9853.33,9535.48,9005.73,8475.98,10595
1601798400,10615.8,9872.66,9554.18,9023.4,8492.61,10615.8
1601802000,10604.9,9862.54,9544.39,9014.15,8483.9,10604.9
1601805600,10595.2,9853.58,9535.72,9005.96,8476.2,10595.2
1601809200,10587.8,9846.62,9528.98,8999.6,8470.21,10587.8
1601812800,10593.1,9851.57,9533.78,9004.12,8474.47,10593.1
1601816400,10597.7,9855.87,9537.93,9008.05,8478.16,10597.7
1601820000,10609,9866.4,9548.13,9017.68,8487.22,10609
1601823600,10604,9861.76,9543.64,9013.44,8483.23,10604
1601827200,10598.1,9856.22,9538.28,9008.37,8478.47,10598.1
1601830800,10594.6,9852.96,9535.12,9005.39,8475.66,10594.6
1601834400,10601.5,9859.36,9541.32,9011.25,8481.17,10601.5
1601838000,10620.6,9877.15,9558.53,9027.5,8496.47,10620.6
1601841600,10657.5,9911.5,9591.78,9058.9,8526.02,10657.5
1601845200,10661.2,9914.92,9595.08,9062.02,8528.96,10661.2
1601848800,10649.2,9903.72,9584.25,9051.79,8519.33,10649.2
1601852400,10655.8,9909.88,9590.2,9057.41,8524.62,10655.8
1601856000,10661.6,9915.27,9595.43,9062.35,8529.27,10661.6
1601859600,10691.9,9943.45,9622.69,9088.1,8553.5,10691.9
1601863200,10696.7,9947.97,9627.06,9092.23,8557.39,10696.7
1601866800,10699.6,9950.6,9629.62,9094.64,8559.66,10699.6
1601870400,10686.7,9938.62,9618.02,9083.68,8549.35,10686.7
1601874000,10660.1,9913.87,9594.07,9061.06,8528.06,10660.1
1601877600,10665.8,9919.16,9599.19,9065.9,8532.61,10665.8
1601881200,10652.2,9906.52,9586.95,9054.34,8521.74,10652.2
1601884800,10662.6,9916.17,9596.3,9063.17,8530.04,10662.6
1601888400,10679.3,9931.74,9611.37,9077.4,8543.44,10679.3
1601892000,10675.2,9927.94,9607.69,9073.93,8540.17,10675.2
1601895600,10676.1,9928.81,9608.52,9074.71,8540.91,10676.1
1601899200,10677.3,9929.87,9609.55,9075.69,8541.82,10677.3
1601902800,10679.3,9931.73,9611.35,9077.38,8543.42,10679.3
1601906400,10713.4,9963.48,9642.08,9106.41,8570.74,10713.4
1601910000,10735.9,9984.42,9662.35,9125.55,8588.75,10735.9
1601913600,10723.2,9972.53,9650.84,9114.68,8578.52,10723.2
1601917200,10728.8,9977.79,9655.92,9119.48,8583.04,10728.8
1601920800,10718.6,9968.33,9646.77,9110.84,8574.9,10718.6
1601924400,10702.6,9953.39,9632.31,9097.18,8562.06,10702.6
1601928000,10725.3,9974.57,9652.81,9116.54,8580.28,10725.3
1601931600,10738.6,9986.87,9664.72,9127.79,8590.86,10738.6
1601935200,10742.1,9990.19,9667.93,9130.82,8593.71,10742.1
1601938800,10747.8,9995.45,9673.02,9135.63,8598.24,10747.8
1601942400,10767.3,10013.6,9690.57,9152.21,8613.84,10767.3
1601946000,10772.8,10018.7,9695.5,9156.86,8618.22,10772.8
1601949600,10755.9,10003,9680.28,9142.48,8604.69,10755.9
1601953200,10768.6,10014.8,9691.72,9153.29,8614.86,10768.6
1601956800,10766.1,10012.5,9689.53,9151.22,8612.91,10766.1
1601960400,10769.4,10015.6,9692.48,9154,8615.53,10769.4
1601964000,10754.1,10001.3,9678.65,9140.94,8603.24,10754.1
1601967600,10743.2,9991.16,9668.86,9131.71,8594.55,10743.2
1601971200,10732.5,9981.19,9659.22,9122.59,8585.97,10732.5
1601974800,10724.3,9973.59,9651.86,9115.65,8579.43,10724.3
1601978400,10743.3,9991.29,9668.99,9131.82,8594.66,10743.3
1601982000,10724.1,9973.38,9651.66,9115.46,8579.25,10724.1
1601985600,10690.3,9941.94,9621.23,9086.72,8552.2,10690.3
1601989200,10701.5,9952.35,9631.31,9096.23,8561.16,10701.5
1601992800,10691.6,9943.19,9622.44,9087.86,8553.28,10691.6
1601996400,10676.3,9928.99,9608.7,9074.88,8541.07,10676.3
1602000000,10697,9948.19,9627.28,9092.43,8557.58,10697
1602003600,10730.7,9979.57,9657.65,9121.11,8584.57,10730.7
1602007200,10718.7,9968.41,9646.85,9110.91,8574.98,10718.7
1602010800,10658.2,9912.11,9592.36,9059.45,8526.54,10658.2
1602014400,10581,9840.32,9522.89,8993.84,8464.79,10581
1602018000,10556.5,9817.51,9500.81,8972.99,8445.17,10556.5
1602021600,10556.8,9817.87,9501.16,8973.32,8445.48,10556.8
1602025200,10578.4,9837.93,9520.58,8991.66,8462.74,10578.4
1602028800,10593.8,9852.23,9534.42,9004.73,8475.04,10593.8
1602032400,10592.8,9851.27,9533.48,9003.85,8474.21,10592.8
1602036000,10579.5,9838.92,9521.54,8992.56,8463.59,10579.5
1602039600,10591.4,9849.98,9532.24,9002.67,8473.1,10591.4
1602043200,10585.5,9844.55,9526.98,8997.7,8468.43,10585.5
1602046800,10583.4,9842.56,9525.05,8995.88,8466.71,10583.4
1602050400,10597.7,9855.84,9537.91,9008.03,8478.14,10597.7
1602054000,10615,9871.97,9553.52,9022.76,8492.01,10615
1602057600,10618.1,9874.84,9556.3,9025.39,8494.49,10618.1
1602061200,10613.8,9870.79,9552.38,9021.69,8491,10613.8
1602064800,10599.8,9857.8,9539.81,9009.82,8479.83,10599.8
1602068400,10587.6,9846.46,9528.84,8999.46,8470.08,10587.6
1602072000,10596.4,9854.63,9536.74,9006.92,8477.1,10596.4
1602075600,10615.3,9872.22,9553.76,9023,8492.23,10615.3
1602079200,10619,9875.7,9557.13,9026.18,8495.23,10619
1602082800,10617.1,9873.91,9555.39,9024.54,8493.68,10617.1
1602086400,10631.8,9887.58,9568.63,9037.04,8505.45,10631.8
1602090000,10623.7,9880.05,9561.34,9030.15,8498.97,10623.7
1602093600,10632.7,9888.4,9569.42,9037.79,8506.15,10632.7
1602097200,10650.5,9904.96,9585.45,9052.92,8520.4,10650.5
1602100800,10660.8,9914.57,9594.74,9061.7,8528.66,10660.8
1602104400,10654.6,9908.82,9589.18,9056.45,8523.72,10654.6
1602108000,10660.4,9914.18,9594.36,9061.34,8528.32,10660.4
1602111600,10656.2,9910.3,9590.61,9057.8,8524.99,10656.2
1602115200,10663,9916.62,9596.73,9063.58,8530.43,10663
1602118800,10654.1,9908.3,9588.68,9055.98,8523.27,10654.1
1602122400,10636.2,9891.65,9572.56,9040.76,8508.95,10636.2
1602126000,10637.4,9892.74,9573.62,9041.75,8509.88,10637.4
1602129600,10642.8,9897.78,9578.5,9046.36,8514.22,10642.8
1602133200,10636.6,9892.04,9572.94,9041.11,8509.28,10636.6
1602136800,10621.9,9878.36,9559.71,9028.61,8497.52,10621.9
1602140400,10617.9,9874.61,9556.08,9025.19,8494.29,10617.9
1602144000,10600.9,9858.82,9540.79,9010.75,8480.7,10600.9
1602147600,10578.2,9837.74,9520.39,8991.48,8462.57,10578.2
1602151200,10558.6,9819.48,9502.72,8974.79,8446.86,10558.6
1602154800,10589.4,9848.18,9530.5,9001.03,8471.56,10589.4
1602158400,10605,9862.66,9544.51,9014.26,8484.01,10605
1602162000,10622.4,9878.82,9560.14,9029.03,8497.91,10622.4
1602165600,10686.2,9938.15,9617.56,9083.26,8548.95,10686.2
1602169200,10824,10066.4,9741.63,9200.43,8659.23,10824
1602172800,10901.1,10138,9810.99,9265.93,8720.88,10901.1
1602176400,10907.5,10144,9816.75,9271.38,8726,10907.5
1602180000,10903.3,10140.1,9812.98,9267.81,8722.65,10903.3
1602183600,10872.2,10111.2,9785.01,9241.4,8697.79,10872.2
1602187200,10875,10113.7,9787.47,9243.72,8699.98,10875
1602190800,10882.4,10120.7,9794.2,9250.07,8705.95,10882.4
1602194400,10883.2,10121.4,9794.91,9250.75,8706.59,10883.2
1602198000,10888.4,10126.2,9799.53,9255.11,8710.7,10888.4
1602201600,10912,10148.2,9820.82,9275.22,8729.62,10912
1602205200,10901.3,10138.2,9811.14,9266.07,8721.01,10901.3
1602208800,10887.1,10125,9798.36,9254.01,8709.65,10887.1
1602212400,10903,10139.8,9812.7,9267.55,8722.4,10903
1602216000,10893.6,10131,9804.22,9259.54,8714.86,10893.6
1602219600,10881,10119.3,9792.91,9248.86,8704.81,10881
1602223200,10872,10111,9784.82,9241.22,8697.62,10872
1602226800,10853.6,10093.8,9768.21,9225.53,8682.85,10853.6
1602230400,10874.4,10113.2,9786.98,9243.26,8699.54,10874.4
1602234000,10892,10129.5,9802.77,9258.17,8713.57,10892
1602237600,10882.6,10120.8,9794.35,9250.22,8706.09,10882.6
1602241200,10933.2,10167.9,9839.91,9293.25,8746.58,10933.2
1602244800,11027,10255.1,9924.28,9372.93,8821.58,11027
1602248400,11064.7,10290.1,9958.19,9404.96,8851.72,11064.7
1602252000,11068,10293.2,9961.16,9407.77,8854.37,11068
1602255600,11063.7,10289.2,9957.34,9404.15,8850.97,11063.7
1602259200,11069.3,10294.4,9962.36,9408.9,8855.43,11069.3
1602262800,11068,10293.3,9961.23,9407.83,8854.43,11068
1602266400,11053.2,10279.5,9947.86,9395.21,8842.55,11053.2
1602270000,11049,10275.5,9944.06,9391.61,8839.16,11049
1602273600,11035.9,10263.4,9932.29,9380.49,8828.7,11035.9
1602277200,11035.7,10263.2,9932.16,9380.37,8828.59,11035.7
1602280800,11037.9,10265.3,9934.12,9382.22,8830.33,11037.9
1602284400,11058.2,10284.1,9952.35,9399.44,8846.53,11058.2
1602288000,11065.7,10291.1,9959.09,9405.8,8852.52,11065.7
1602291600,11067.8,10293,9960.99,9407.6,8854.21,11067.8
1602295200,11076.3,10301,9968.71,9414.9,8861.08,11076.3
1602298800,11248.5,10461.1,10123.6,9561.2,8998.78,11248.5
1602302400,11417.6,10618.4,10275.8,9704.96,9134.08,11417.6
1602306000,11404.9,10606.6,10264.4,9694.19,9123.95,11404.9
1602309600,11385.2,10588.3,10246.7,9677.43,9108.17,11385.2
1602313200,11345.5,10551.3,10210.9,9643.64,9076.37,11345.5
1602316800,11367.8,10572,10231,9662.6,9094.21,11367.8
1602320400,11378,10581.5,10240.2,9671.26,9102.36,11378
1602324000,11339,10545.3,10205.1,9638.14,9071.19,11339
1602327600,11296.5,10505.8,10166.9,9602.06,9037.23,11296.5
1602331200,11321.4,10528.9,10189.2,9623.17,9057.1,11321.4
1602334800,11320.5,10528.1,10188.5,9622.45,9056.42,11320.5
1602338400,11344.7,10550.6,10210.2,9643.01,9075.77,11344.7
1602342000,11344.5,10550.4,10210,9642.8,9075.58,11344.5
1602345600,11356,10561,10220.4,9652.57,9084.77,11356
1602349200,11341.6,10547.7,10207.4,9640.35,9073.27,11341.6
1602352800,11346.7,10552.4,10212,9644.68,9077.35,11346.7
1602356400,11357.4,10562.4,10221.7,9653.81,9085.94,11357.4
1602360000,11357.6,10562.5,10221.8,9653.92,9086.05,11357.6
1602363600,11355.5,10560.7,10220,9652.22,9084.44,11355.5
1602367200,11356.6,10561.6,10220.9,9653.07,9085.24,11356.6
1602370800,11353.2,10558.5,10217.9,9650.21,9082.55,11353.2
1602374400,11311.6,10519.8,10180.5,9614.88,9049.3,11311.6
1602378000,11296.4,10505.7,10166.8,9601.95,9037.13,11296.4
1602381600,11340,10546.2,10206,9638.98,9071.98,11340
1602385200,11359.4,10564.3,10223.5,9655.51,9087.54,11359.4
1602388800,11336.3,10542.8,10202.7,9635.9,9069.08,11336.3
1602392400,11324.1,10531.4,10191.7,9625.49,9059.29,11324.1
1602396000,11326.8,10533.9,10194.1,9627.79,9061.45,11326.8
1602399600,11351.7,10557.1,10216.6,9648.96,9081.38,11351.7
1602403200,11355.2,10560.3,10219.7,9651.91,9084.15,11355.2
1602406800,11350.4,10555.9,10215.4,9647.87,9080.35,11350.4
1602410400,11345.8,10551.6,10211.2,9643.91,9076.62,11345.8
1602414000,11374.6,10578.4,10237.2,9668.44,9099.71,11374.6
1602417600,11382.5,10585.7,10244.2,9675.1,9105.98,11382.5
1602421200,11365.3,10569.7,10228.8,9660.5,9092.24,11365.3
1602424800,11360.6,10565.4,10224.6,9656.54,9088.5,11360.6
1602428400,11384.3,10587.4,10245.9,9676.64,9107.43,11384.3
1602432000,11400.9,10602.9,10260.8,9690.8,9120.75,11400.9
1602435600,11396.6,10598.8,10256.9,9687.07,9117.24,11396.6
1602439200,11409.5,10610.8,10268.5,9698.04,9127.57,11409.5
1602442800,11410.8,10612.1,10269.8,9699.21,9128.67,11410.8
1602446400,11368.2,10572.4,10231.4,9662.99,9094.58,11368.2
1602450000,11336.6,10543,10202.9,9636.11,9069.28,11336.6
1602453600,11304.9,10513.6,10174.4,9609.17,9043.92,11304.9
1602457200,11334.9,10541.5,10201.4,9634.68,9067.94,11334.9
1602460800,11365.5,10569.9,10229,9660.69,9092.41,11365.5
1602464400,11368.3,10572.5,10231.5,9663.05,9094.64,11368.3
1602468000,11382.3,10585.6,10244.1,9674.97,9105.86,11382.3
1602471600,11393.9,10596.3,10254.5,9684.79,9115.1,11393.9
1602475200,11395,10597.3,10255.5,9685.74,9115.99,11395
1602478800,11382.6,10585.8,10244.3,9675.21,9106.08,11382.6
1602482400,11394.1,10596.5,10254.6,9684.95,9115.24,11394.1
1602486000,11370.5,10574.5,10233.4,9664.89,9096.37,11370.5
1602489600,11361.5,10566.2,10225.3,9657.23,9089.16,11361.5
1602493200,11372.3,10576.3,10235.1,9666.5,9097.88,11372.3
1602496800,11349.8,10555.3,10214.8,9647.32,9079.83,11349.8
1602500400,11291.8,10501.3,10162.6,9598,9033.41,11291.8
1602504000,11256.5,10468.5,10130.8,9568,9005.18,11256.5
1602507600,11265.9,10477.2,10139.3,9575.98,9012.68,11265.9
1602511200,11396.3,10598.6,10256.7,9686.88,9117.07,11396.3
1602514800,11475.3,10672,10327.8,9753.99,9180.23,11475.3
1602518400,11519.3,10712.9,10367.3,9791.39,9215.42,11519.3
1602522000,11552,10743.4,10396.8,9819.21,9241.61,11552
1602525600,11550.4,10741.8,10395.3,9817.81,9240.29,11550.4
1602529200,11553.1,10744.4,10397.8,9820.17,9242.51,11553.1
1602532800,11552.6,10743.9,10397.3,9819.71,9242.08,11552.6
1602536400,11553.6,10744.8,10398.2,9820.52,9242.84,11553.6
1602540000,11629.7,10815.6,10466.7,9885.26,9303.78,11629.7
1602543600,11668.3,10851.6,10501.5,9918.1,9334.68,11668.3
1602547200,11580.7,10770,10422.6,9843.56,9264.52,11580.7
1602550800,11499.4,10694.4,10349.4,9774.46,9199.49,11499.4
1602554400,11489.9,10685.6,10340.9,9766.44,9191.95,11489.9
1602558000,11489.7,10685.4,10340.7,9766.22,9191.74,11489.7
1602561600,11461.6,10659.3,10315.5,9742.39,9169.3,11461.6
1602565200,11468.5,10665.7,10321.6,9748.22,9174.79,11468.5
1602568800,11496.9,10692.1,10347.2,9772.34,9197.49,11496.9
1602572400,11489.5,10685.2,10340.5,9766.04,9191.57,11489.5
1602576000,11459.4,10657.2,10313.5,9740.49,9167.52,11459.4
1602579600,11468.2,10665.4,10321.3,9747.94,9174.53,11468.2
1602583200,11477.8,10674.3,10330,9756.1,9182.21,11477.8
1602586800,11478.2,10674.7,10330.4,9756.46,9182.55,11478.2
1602590400,11498.3,10693.4,10348.5,9773.56,9198.64,11498.3
1602594000,11466.7,10664,10320,9746.68,9173.34,11466.7
1602597600,11391.8,10594.3,10252.6,9682.99,9113.4,11391.8
1602601200,11358.2,10563.1,10222.3,9654.44,9086.53,11358.2
1602604800,11392,10594.6,10252.8,9683.24,9113.63,11392
1602608400,11380.2,10583.6,10242.2,9673.17,9104.16,11380.2
1602612000,11375,10578.8,10237.5,9668.79,9100.04,11375
1602615600,11368.8,10572.9,10231.9,9663.44,9095,11368.8
1602619200,11392.2,10594.7,10253,9683.35,9113.74,11392.2
1602622800,11407.1,10608.6,10266.4,9696.02,9125.67,11407.1
1602626400,11437.3,10636.7,10293.6,9721.74,9149.87,11437.3
1602630000,11438.2,10637.5,10294.4,9722.47,9150.56,11438.2
1602633600,11428.6,10628.6,10285.8,9714.35,9142.92,11428.6
1602637200,11447.8,10646.4,10303,9730.6,9158.21,11447.8
1602640800,11460.6,10658.4,10314.6,9741.53,9168.5,11460.6
1602644400,11434.1,10633.8,10290.7,9719.02,9147.32,11434.1
1602648000,11412.9,10614,10271.6,9700.99,9130.34,11412.9
1602651600,11390.5,10593.1,10251.4,9681.89,9112.37,11390.5
1602655200,11399.5,10601.5,10259.5,9689.57,9119.6,11399.5
1602658800,11410.5,10611.8,10269.5,9698.95,9128.42,11410.5
1602662400,11411.7,10612.9,10270.5,9699.92,9129.34,11411.7
1602666000,11427.7,10627.7,10284.9,9713.5,9142.12,11427.7
1602669600,11424.7,10625,10282.3,9711.02,9139.78,11424.7
1602673200,11393.8,10596.2,10254.4,9684.74,9115.05,11393.8
1602676800,11377.7,10581.3,10240,9671.07,9102.18,11377.7
1602680400,11381.5,10584.8,10243.4,9674.32,9105.24,11381.5
1602684000,11471,10668,10323.9,9750.32,9176.77,11471
1602687600,11452.5,10650.9,10307.3,9734.67,9162.04,11452.5
1602691200,11349.4,10554.9,10214.5,9646.99,9079.52,11349.4
1602694800,11328.6,10535.6,10195.8,9629.33,9062.9,11328.6
1602698400,11336.1,10542.6,10202.5,9635.7,9068.89,11336.1
1602702000,11326.9,10534,10194.2,9627.88,9061.54,11326.9
1602705600,11344.2,10550.1,10209.8,9642.59,9075.38,11344.2
1602709200,11361.8,10566.5,10225.7,9657.57,9089.48,11361.8
1602712800,11379.7,10583.1,10241.8,9672.77,9103.78,11379.7
1602716400,11384.8,10587.8,10246.3,9677.05,9107.81,11384.8
1602720000,11406.2,10607.8,10265.6,9695.31,9124.99,11406.2
1602723600,11406.2,10607.7,10265.6,9695.25,9124.94,11406.2
1602727200,11391.5,10594.1,10252.3,9682.75,9113.18,11391.5
1602730800,11378.2,10581.8,10240.4,9671.5,9102.59,11378.2
1602734400,11368.8,10573,10231.9,9663.48,9095.04,11368.8
1602738000,11384.3,10587.4,10245.9,9676.64,9107.43,11384.3
1602741600,11394.7,10597.1,10255.2,9685.48,9115.75,11394.7
1602745200,11400.7,10602.7,10260.6,9690.61,9120.57,11400.7
1602748800,11393.5,10595.9,10254.1,9684.45,9114.77,11393.5
1602752400,11368,10572.3,10231.2,9662.84,9094.44,11368
1602756000,11313.7,10521.8,10182.4,9616.67,9050.99,11313.7
1602759600,11321.6,10529.1,10189.4,9623.36,9057.28,11321.6
1602763200,11323.8,10531.1,10191.4,9625.22,9059.03,11323.8
1602766800,11341.1,10547.2,10207,9639.95,9072.9,11341.1
1602770400,11387.6,10590.4,10248.8,9679.42,9110.04,11387.6
1602774000,11390.2,10592.9,10251.2,9681.7,9112.19,11390.2
1602777600,11394.1,10596.5,10254.7,9684.99,9115.28,11394.1
1602781200,11404.8,10606.5,10264.3,9694.1,9123.86,11404.8
1602784800,11426.7,10626.8,10284,9712.7,9141.36,11426.7
1602788400,11466.3,10663.6,10319.6,9746.32,9173.01,11466.3
1602792000,11497.4,10692.6,10347.7,9772.8,9197.93,11497.4
1602795600,11550.2,10741.7,10395.2,9817.71,9240.2,11550.2
1602799200,11502.6,10697.4,10352.3,9777.17,9202.04,11502.6
1602802800,11492.5,10688,10343.2,9768.59,9193.97,11492.5
1602806400,11490.7,10686.4,10341.7,9767.12,9192.59,11490.7
1602810000,11497.6,10692.7,10347.8,9772.93,9198.05,11497.6
1602813600,11518.9,10712.5,10367,9791.03,9215.08,11518.9
1602817200,11522.7,10716.1,10370.4,9794.27,9218.14,11522.7
1602820800,11510.5,10704.8,10359.5,9783.93,9208.4,11510.5
1602824400,11372.9,10576.8,10235.6,9666.95,9098.3,11372.9
1602828000,11311.5,10519.7,10180.3,9614.77,9049.2,11311.5
1602831600,11335.6,10542.1,10202,9635.24,9068.46,11335.6
1602835200,11320.3,10527.9,10188.2,9622.23,9056.22,11320.3
1602838800,11313.7,10521.8,10182.4,9616.67,9050.99,11313.7
1602842400,11268,10479.3,10141.2,9577.81,9014.41,11268
1602846000,11285.1,10495.1,10156.5,9592.29,9028.04,11285.1
1602849600,11343.1,10549.1,10208.8,9641.65,9074.49,11343.1
1602853200,11368.2,10572.5,10231.4,9663.01,9094.6,11368.2
1602856800,11359.4,10564.3,10223.5,9655.5,9087.53,11359.4
1602860400,11342.6,10548.6,10208.3,9641.21,9074.08,11342.6
1602864000,11320.2,10527.8,10188.2,9622.17,9056.16,11320.2
1602867600,11334.9,10541.4,10201.4,9634.62,9067.88,11334.9
1602871200,11333.8,10540.5,10200.4,9633.76,9067.07,11333.8
1602874800,11349.9,10555.5,10215,9647.46,9079.96,11349.9
1602878400,11336.1,10542.5,10202.5,9635.65,9068.85,11336.1
1602882000,11302.6,10511.4,10172.3,9607.17,9042.05,11302.6
1602885600,11321.9,10529.4,10189.7,9623.62,9057.52,11321.9
1602889200,11336.1,10542.6,10202.5,9635.68,9068.87,11336.1
1602892800,11326.7,10533.8,10194,9627.68,9061.35,11326.7
1602896400,11303.6,10512.4,10173.2,9608.07,9042.89,11303.6
1602900000,11315.5,10523.4,10183.9,9618.17,9052.4,11315.5
1602903600,11335.6,10542.1,10202,9635.24,9068.46,11335.6
1602907200,11348.7,10554.3,10213.8,9646.36,9078.93,11348.7
1602910800,11353.5,10558.8,10218.2,9650.48,9082.81,11353.5
1602914400,11348.1,10553.7,10213.3,9645.87,9078.46,11348.1
1602918000,11353,10558.3,10217.7,9650.07,9082.42,11353
1602921600,11347.5,10553.2,10212.8,9645.39,9078.02,11347.5
1602925200,11333.6,10540.2,10200.2,9633.56,9066.88,11333.6
1602928800,11325.1,10532.4,10192.6,9626.36,9060.11,11325.1
1602932400,11341.2,10547.3,10207.1,9640.05,9072.98,11341.2
1602936000,11345.5,10551.3,10210.9,9643.66,9076.39,11345.5
1602939600,11339.3,10545.6,10205.4,9638.44,9071.47,11339.3
1602943200,11332.8,10539.5,10199.5,9632.89,9066.25,11332.8
1602946800,11325,10532.2,10192.5,9626.23,9059.98,11325
1602950400,11355.4,10560.5,10219.9,9652.09,9084.32,11355.4
1602954000,11328.4,10535.4,10195.5,9629.1,9062.68,11328.4
1602957600,11328.7,10535.6,10195.8,9629.35,9062.92,11328.7
1602961200,11342,10548.1,10207.8,9640.7,9073.6,11342
1602964800,11346.5,10552.2,10211.8,9644.49,9077.17,11346.5
1602968400,11344.8,10550.7,10210.3,9643.08,9075.84,11344.8
1602972000,11348.2,10553.9,10213.4,9646,9078.58,11348.2
1602975600,11343.3,10549.2,10208.9,9641.78,9074.61,11343.3
1602979200,11354.6,10559.8,10219.2,9651.45,9083.71,11354.6
1602982800,11365.7,10570.1,10229.2,9660.89,9092.6,11365.7
1602986400,11382.4,10585.6,10244.1,9675.01,9105.89,11382.4
1602990000,11382.8,10586,10244.5,9675.39,9106.25,11382.8
1602993600,11373.5,10577.3,10236.1,9667.46,9098.79,11373.5
1602997200,11373.5,10577.4,10236.2,9667.51,9098.83,11373.5
1603000800,11382.2,10585.4,10244,9674.85,9105.74,11382.2
1603004400,11422.1,10622.6,10279.9,9708.79,9137.68,11422.1
1603008000,11448.7,10647.3,10303.8,9731.36,9158.93,11448.7
1603011600,11445.4,10644.3,10300.9,9728.63,9156.35,11445.4
1603015200,11417.1,10617.9,10275.4,9704.56,9133.7,11417.1
1603018800,11413.7,10614.7,10272.3,9701.65,9130.96,11413.7
1603022400,11420.8,10621.4,10278.7,9707.7,9136.66,11420.8
1603026000,11419.4,10620,10277.4,9706.45,9135.48,11419.4
1603029600,11428.4,10628.4,10285.5,9714.11,9142.69,11428.4
1603033200,11443.3,10642.3,10299,9726.82,9154.66,11443.3
1603036800,11442.7,10641.7,10298.4,9726.31,9154.17,11442.7
1603040400,11449.3,10647.8,10304.3,9731.87,9159.41,11449.3
1603044000,11457.2,10655.2,10311.4,9738.58,9165.72,11457.2
1603047600,11455.8,10653.9,10310.2,9737.43,9164.64,11455.8
1603051200,11438.5,10637.8,10294.6,9722.7,9150.77,11438.5
1603054800,11432.1,10631.9,10288.9,9717.33,9145.72,11432.1
1603058400,11449.1,10647.7,10304.2,9731.75,9159.3,11449.1
1603062000,11459.4,10657.2,10313.4,9740.46,9167.49,11459.4
1603065600,11480.2,10676.6,10332.2,9758.16,9184.15,11480.2
1603069200,11488.1,10684,10339.3,9764.91,9190.5,11488.1
1603072800,11466.9,10664.2,10320.2,9746.89,9173.54,11466.9
1603076400,11456.7,10654.7,10311,9738.18,9165.34,11456.7
1603080000,11435.2,10634.8,10291.7,9719.95,9148.18,11435.2
1603083600,11428.1,10628.2,10285.3,9713.92,9142.51,11428.1
1603087200,11439.3,10638.6,10295.4,9723.43,9151.46,11439.3
1603090800,11443.7,10642.7,10299.4,9727.17,9154.99,11443.7
1603094400,11455.8,10653.9,10310.2,9737.44,9164.65,11455.8
1603098000,11461.9,10659.6,10315.7,9742.63,9169.53,11461.9
1603101600,11474.2,10671,10326.8,9753.08,9179.37,11474.2
1603105200,11480.9,10677.2,10332.8,9758.77,9184.72,11480.9
1603108800,11490.4,10686.1,10341.3,9766.82,9192.3,11490.4
1603112400,11499.1,10694.2,10349.2,9774.25,9199.29,11499.1
1603116000,11585.6,10774.6,10427.1,9847.79,9268.51,11585.6
1603119600,11646.8,10831.6,10482.1,9899.81,9317.47,11646.8
1603123200,11727.4,10906.5,10554.6,9968.28,9381.91,11727.4
1603126800,11783.1,10958.3,10604.8,10015.6,9426.47,11783.1
1603130400,11743.5,10921.4,10569.1,9981.93,9394.76,11743.5
1603134000,11701.8,10882.6,10531.6,9946.5,9361.41,11701.8
1603137600,11679.3,10861.8,10511.4,9927.42,9343.46,11679.3
1603141200,11700.6,10881.6,10530.6,9945.54,9360.5,11700.6
1603144800,11731.2,10910.1,10558.1,9971.56,9384.99,11731.2
1603148400,11740.6,10918.8,10566.5,9979.51,9392.48,11740.6
1603152000,11735.7,10914.2,10562.2,9975.37,9388.59,11735.7
