curr state net profit,temperature,mean threshold worse acceptance
1694.911865,10500.000000,0.994999
9469.825195,294.469369,0.994300
15339.154297,187.732606,0.949408
0.000000,149.328623,0.812930
16598.388672,128.878798,0.866598
6900.051758,115.909426,0.785962
48283.703125,106.820752,0.661742
54759.503906,100.026600,0.724405
2000.993652,94.713004,0.722335
3795.861816,90.416494,0.846183
14665.849609,86.852397,0.845633
4918.628906,83.835460,0.813446
856.201904,81.239503,0.932621
4669.680176,78.975356,0.970208
899.111328,76.978056,0.835716
0.000000,75.199043,0.864167
1548.145996,73.601226,0.819981
36075.070312,72.155730,0.411275
32024.544922,70.839711,0.689311
4519.520020,69.634829,0.546099
631.098999,68.526175,0.729283
393.283264,67.501490,0.902230
15963.914062,66.550589,0.871281
13875.138672,65.664936,0.727578
4696.768555,64.837311,0.709431
15126.057617,64.061567,0.579607
20133.417969,63.332428,0.730189
21092.839844,62.645343,0.826785
11712.644531,61.996357,0.719744
17870.605469,61.382018,0.744135
10381.604492,60.799299,0.580867
18060.332031,60.245528,0.669243
5918.958984,59.718342,0.654491
9893.984375,59.215638,0.690572
6045.826172,58.735540,0.678306
17696.982422,58.276369,0.663513
26445.878906,57.836615,0.473559
14097.801758,57.414915,0.536462
14440.484375,57.010041,0.659322
356.786346,56.620875,0.788279
16086.172852,56.246403,0.843652
4983.955078,55.885701,0.731303
4238.327637,55.537923,0.746272
12007.663086,55.202295,0.801974
6213.071777,54.878109,0.572088
8925.214844,54.564710,0.668885
13893.582031,54.261496,0.701795
867.082764,53.967914,0.602306
14945.902344,53.683448,0.910826
10187.958984,53.407622,0.716081
0.000000,53.139996,0.803984
25582.847656,52.880159,0.621584
3449.976318,52.627729,0.557268
7702.831543,52.382349,0.708845
4259.530762,52.143687,0.659433
0.000000,51.911432,0.842187
1684.304688,51.685294,0.723552
2712.921387,51.465000,0.898693
5947.418457,51.250294,0.893067
38146.382812,51.040937,0.698874
42565.812500,50.836701,0.473424
51022.132812,50.637375,0.565428
44435.675781,50.442759,0.597574
26898.787109,50.252662,0.370180
16906.867188,50.066908,0.639052
20510.935547,49.885326,0.603250
0.000000,49.707758,0.552792
4048.326172,49.534053,0.833169
18174.710938,49.364067,0.849927
16030.660156,49.197665,0.627646
5269.397461,49.034718,0.570263
20059.197266,48.875103,0.602448
19948.062500,48.718705,0.594418
