curr state net profit,temperature,mean threshold worse acceptance
23245.074219,57.000000,0.792280
24199.566406,56.715000,0.000000
23073.152344,56.431426,0.732308
4554.113281,56.149269,0.409849
5557.628906,55.868523,0.791880
17866.667969,55.589180,0.676371
22404.722656,55.311235,0.708534
36025.832031,55.034679,0.580577
17238.113281,54.759506,0.509636
29384.984375,54.485708,0.318344
30136.468750,54.213280,0.889501
30604.027344,53.942214,0.569471
19573.185547,53.672503,0.471394
-3459.092773,53.404141,0.624783
458.550598,53.137120,0.924439
11244.572266,52.871435,0.613224
6316.070312,52.607078,0.752655
29064.800781,52.344043,0.741116
65771.015625,52.082323,0.473886
66524.406250,51.821912,0.470636
53877.929688,51.562802,0.432246
61197.734375,51.304989,0.521016
58366.812500,51.048464,0.528955
72077.687500,50.793222,0.000000
85185.695312,50.539256,0.588169
73651.156250,50.286560,0.471014
77837.906250,50.035127,0.000000
76660.757812,49.784952,0.650845
73651.156250,49.536027,0.546335
85185.695312,49.288347,0.769757
85185.695312,49.041906,0.000000
89309.765625,48.796697,0.000000
85680.375000,48.552713,0.279892
85680.375000,48.309950,0.587290
89309.765625,48.068401,0.565690
89309.765625,47.828059,0.000000
92062.007812,47.588919,0.000000
89309.765625,47.350974,0.560828
93442.085938,47.114220,0.000000
92062.007812,46.878649,0.746083
89309.765625,46.644256,0.555936
89309.765625,46.411035,0.000000
92062.007812,46.178980,0.455892
89309.765625,45.948085,0.502554
85680.375000,45.718345,0.249354
92062.007812,45.489753,0.568227
89309.765625,45.262305,0.245889
83096.226562,45.035994,0.506748
85680.375000,44.810814,0.251658
86445.523438,44.586760,0.000000
86445.523438,44.363826,0.000000
87755.718750,44.142007,0.000000
83096.226562,43.921298,0.713541
86445.523438,43.701691,0.748166
83096.226562,43.483183,0.602823
89309.765625,43.265767,0.000000
75261.382812,43.049439,0.001804
81186.125000,42.834192,0.389784
78492.570312,42.620021,0.404545
82424.773438,42.406921,0.000000
75511.945312,42.194887,0.504532
83096.226562,41.983912,0.225790
83096.226562,41.773993,0.559943
83096.226562,41.565123,0.448536
86445.523438,41.357298,0.446732
94266.203125,41.150512,0.000000
89309.765625,40.944759,0.566705
83096.226562,40.740036,0.219250
86445.523438,40.536336,0.000000
89309.765625,40.333654,0.000000
83096.226562,40.131986,0.214267
83096.226562,39.931326,0.000000
83096.226562,39.731670,0.000000
86445.523438,39.533012,0.000000
85680.375000,39.335347,0.824033
89107.828125,39.138670,0.712477
70452.718750,38.942977,0.298371
76430.125000,38.748263,0.659723
77553.734375,38.554521,0.803980
76097.585938,38.361749,0.685444
59750.945312,38.169940,0.355533
62930.722656,37.979091,0.814986
68748.390625,37.789196,0.945911
65583.742188,37.600250,0.624209
57236.796875,37.412249,0.021928
59175.183594,37.225188,0.105941
76997.015625,37.039062,0.628148
75369.976562,36.853867,0.602893
