mean fitness,best fitness,population size
152.491918,801.870789,254
232.813754,817.830688,252
268.251672,866.243408,250
287.409366,857.920227,248
313.786674,858.591125,246
325.142896,779.610535,244
315.581524,768.179749,242
309.594006,786.393066,240
331.438945,778.484741,238
359.006691,756.637817,236
323.706383,726.125305,234
323.438988,727.993774,232
306.575090,713.391907,230
309.973716,740.015442,228
308.640617,740.015442,226
310.244285,667.410095,224
303.104234,734.971497,222
295.518636,733.379211,220
301.760910,680.488770,218
327.091881,723.549561,216
337.376110,697.640137,214
310.675791,689.783325,212
309.641131,801.326904,210
273.294870,648.593628,208
273.358922,790.818604,206
299.572306,739.976257,204
325.669790,757.803467,202
333.686757,758.754395,200
344.346999,741.431274,198
324.213411,725.991272,196
318.491490,681.896545,194
309.616399,696.989868,192
326.572829,739.976257,190
312.628469,766.948120,188
320.964971,734.399536,186
336.259399,753.193176,184
337.493507,773.735168,182
351.915558,831.292969,180
359.997930,784.800964,178
340.345033,739.843323,176
372.844948,901.345886,174
366.438368,732.972107,172
363.369608,762.439575,170
357.904682,716.383911,168
367.004992,758.134033,166
366.536924,823.380310,164
379.718181,757.681702,162
369.492287,837.967346,160
361.807304,789.127930,158
363.122976,751.436890,156
366.556197,837.853455,154
369.349736,718.909546,152
332.515623,687.017212,150
341.728812,831.597961,148
304.016549,718.909546,146
320.627386,714.373230,144
320.213823,648.015076,142
339.363733,708.914429,140
351.050770,831.271545,138
362.429915,752.255615,136
365.034002,696.237915,134
330.932554,658.054443,132
350.586817,817.366638,130
350.934806,640.788757,128
340.373996,741.127380,126
346.462332,831.997925,124
331.103696,735.056030,122
331.067192,739.401672,120
338.796067,739.976257,118
318.314915,670.344543,116
304.391123,609.515991,114
306.081675,807.573730,112
284.787388,719.847473,110
266.455274,581.354431,108
267.757393,693.281372,106
294.708783,587.664185,104
314.566765,782.561523,102
317.458844,643.285278,100
330.485259,661.893738,100
331.452438,696.331726,100
304.978382,636.302917,100
258.672486,622.682678,100
270.294872,667.784302,100
307.452215,670.933228,100
294.576233,709.126160,100
345.603964,695.310608,100
350.356314,808.300476,100
334.141386,716.815430,100
332.314364,705.802673,100
334.882047,833.929871,100
302.595366,684.267517,100
302.650345,605.334412,100
307.808765,738.794128,100
293.831468,633.797791,100
290.479115,647.885437,100
315.521665,640.051147,100
282.536698,671.308594,100
291.985512,639.260010,100
295.612718,721.142212,100
315.859758,694.072327,100
