mean fitness,best fitness,population size
195.564681,630.452515,382
309.296199,865.942383,380
350.981094,865.942383,378
376.897941,885.692017,376
425.020967,955.545105,374
449.839755,902.185486,372
455.574915,988.765686,370
496.781768,1022.346191,368
525.608002,1040.772705,366
513.078446,1094.322998,364
519.332410,1141.565552,362
523.873929,1141.565552,360
548.426845,1164.281250,358
578.571371,1164.281250,356
626.266031,1164.281250,354
612.071359,1164.281250,352
668.824157,1164.281250,350
687.377744,1164.281250,348
728.997492,1191.619507,346
705.368930,1191.619507,344
719.719617,1191.619507,342
680.164589,1191.619507,340
678.825038,1191.619507,338
712.547800,1191.619507,336
679.220811,1210.374512,334
683.317708,1210.374512,332
701.958905,1210.374512,330
730.026780,1210.374512,328
751.042564,1210.374512,326
722.871048,1210.374512,324
736.476777,1210.374512,322
758.191874,1210.374512,320
778.023899,1210.374512,318
749.432331,1210.374512,316
756.766260,1210.374512,314
772.949575,1210.374512,312
748.836220,1210.374512,310
779.661350,1210.374512,308
776.889555,1210.374512,306
754.260314,1210.374512,304
