candles read:
from: 2017-Aug-17 04:00:00
to: 2023-Apr-11 22:10:00
difference: 2063d 18:10:00.000000
count: 2963250
duration: 4.002076
began: 2023-Apr-21 14:20:44
it: 0, best value: -62.6161, curr value: -62.6161, tabu list size: 1
it: 34, best value: 305.034, curr value: 258.137, tabu list size: 22
it: 35, best value: 305.034, curr value: 258.137, tabu list size: 22
it: 36, best value: 305.034, curr value: 275.753, tabu list size: 22
it: 37, best value: 305.034, curr value: 275.753, tabu list size: 21
it: 38, best value: 305.034, curr value: 275.753, tabu list size: 21
it: 39, best value: 305.034, curr value: 239.043, tabu list size: 21
it: 40, best value: 305.034, curr value: 275.753, tabu list size: 21
it: 41, best value: 305.034, curr value: 254.932, tabu list size: 21
it: 42, best value: 355.883, curr value: 355.883, tabu list size: 21
it: 43, best value: 355.883, curr value: 340.973, tabu list size: 21
it: 44, best value: 355.883, curr value: 321.35, tabu list size: 21
it: 45, best value: 355.883, curr value: 298.92, tabu list size: 21
it: 46, best value: 355.883, curr value: 324.793, tabu list size: 21
it: 47, best value: 355.883, curr value: 337.532, tabu list size: 21
it: 48, best value: 355.883, curr value: 347.719, tabu list size: 21
it: 49, best value: 362.688, curr value: 362.688, tabu list size: 21
it: 50, best value: 362.688, curr value: 362.688, tabu list size: 21
it: 51, best value: 385.28, curr value: 385.28, tabu list size: 21
it: 52, best value: 385.28, curr value: 385.28, tabu list size: 22
it: 53, best value: 385.28, curr value: 370.297, tabu list size: 22
it: 54, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 55, best value: 391.015, curr value: 349.975, tabu list size: 22
it: 56, best value: 391.015, curr value: 378.745, tabu list size: 22
it: 57, best value: 391.015, curr value: 364.669, tabu list size: 22
it: 58, best value: 391.015, curr value: 385.28, tabu list size: 22
it: 59, best value: 391.015, curr value: 364.669, tabu list size: 22
it: 60, best value: 391.015, curr value: 370.297, tabu list size: 22
it: 61, best value: 391.015, curr value: 385.28, tabu list size: 23
it: 62, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 63, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 64, best value: 391.015, curr value: 378.745, tabu list size: 22
it: 65, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 66, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 67, best value: 391.015, curr value: 370.297, tabu list size: 22
it: 68, best value: 391.015, curr value: 364.669, tabu list size: 22
it: 69, best value: 391.015, curr value: 358.275, tabu list size: 22
it: 70, best value: 391.015, curr value: 378.745, tabu list size: 22
it: 71, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 72, best value: 391.015, curr value: 358.275, tabu list size: 22
it: 73, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 74, best value: 391.015, curr value: 362.688, tabu list size: 23
it: 75, best value: 391.015, curr value: 351.074, tabu list size: 23
it: 76, best value: 391.015, curr value: 372.285, tabu list size: 23
it: 77, best value: 391.015, curr value: 372.285, tabu list size: 23
it: 78, best value: 391.015, curr value: 385.28, tabu list size: 23
it: 79, best value: 391.015, curr value: 385.28, tabu list size: 22
it: 80, best value: 391.015, curr value: 354.202, tabu list size: 22
it: 81, best value: 391.015, curr value: 341.727, tabu list size: 22
it: 82, best value: 391.015, curr value: 362.688, tabu list size: 22
it: 83, best value: 391.015, curr value: 351.074, tabu list size: 21
it: 84, best value: 391.015, curr value: 362.688, tabu list size: 21
it: 85, best value: 391.015, curr value: 341.727, tabu list size: 21
it: 86, best value: 391.015, curr value: 370.297, tabu list size: 22
it: 87, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 88, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 89, best value: 391.015, curr value: 378.745, tabu list size: 22
it: 90, best value: 391.015, curr value: 391.015, tabu list size: 23
it: 91, best value: 391.015, curr value: 375.82, tabu list size: 23
it: 92, best value: 391.015, curr value: 391.015, tabu list size: 23
it: 93, best value: 391.015, curr value: 370.297, tabu list size: 23
it: 94, best value: 391.015, curr value: 385.28, tabu list size: 23
it: 95, best value: 391.015, curr value: 370.297, tabu list size: 23
it: 96, best value: 391.015, curr value: 370.297, tabu list size: 22
it: 97, best value: 391.015, curr value: 364.669, tabu list size: 22
it: 98, best value: 391.015, curr value: 385.28, tabu list size: 22
it: 99, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 100, best value: 391.015, curr value: 362.688, tabu list size: 22
it: 101, best value: 391.015, curr value: 351.074, tabu list size: 22
it: 102, best value: 391.015, curr value: 372.285, tabu list size: 22
it: 103, best value: 391.015, curr value: 385.28, tabu list size: 23
it: 104, best value: 391.015, curr value: 385.28, tabu list size: 23
it: 105, best value: 391.015, curr value: 364.669, tabu list size: 23
it: 106, best value: 391.015, curr value: 378.745, tabu list size: 23
it: 107, best value: 391.015, curr value: 364.669, tabu list size: 24
it: 108, best value: 391.015, curr value: 358.275, tabu list size: 24
it: 109, best value: 391.015, curr value: 378.745, tabu list size: 24
it: 110, best value: 391.015, curr value: 358.275, tabu list size: 24
it: 111, best value: 391.015, curr value: 372.285, tabu list size: 24
it: 112, best value: 391.015, curr value: 358.275, tabu list size: 24
it: 113, best value: 391.015, curr value: 370.297, tabu list size: 24
it: 114, best value: 391.015, curr value: 370.297, tabu list size: 24
it: 115, best value: 391.015, curr value: 391.015, tabu list size: 24
it: 116, best value: 391.015, curr value: 359.013, tabu list size: 24
it: 117, best value: 391.015, curr value: 391.015, tabu list size: 24
it: 118, best value: 391.015, curr value: 378.745, tabu list size: 24
it: 119, best value: 391.015, curr value: 391.015, tabu list size: 24
it: 120, best value: 391.015, curr value: 391.015, tabu list size: 23
it: 121, best value: 391.015, curr value: 391.015, tabu list size: 23
it: 122, best value: 391.015, curr value: 391.015, tabu list size: 22
it: 123, best value: 391.015, curr value: 375.82, tabu list size: 22
it: 124, best value: 391.015, curr value: 357.208, tabu list size: 22
it: 125, best value: 391.015, curr value: 347.719, tabu list size: 22
it: 126, best value: 391.015, curr value: 337.532, tabu list size: 22
it: 127, best value: 391.015, curr value: 313.161, tabu list size: 22
ended: 2023-Apr-21 14:25:17
duration: 4:32.417058
