mean fitness,best fitness,population size
167.038656,616.660583,510
289.892694,708.897644,508
370.789035,773.660706,506
407.216503,805.971924,504
438.544465,805.971924,502
454.533177,906.772278,500
484.219275,906.772278,498
483.229110,906.772278,496
531.730259,906.772278,494
545.517905,906.772278,492
550.633202,906.772278,490
557.080138,906.772278,488
587.508513,906.772278,486
613.561245,924.922485,484
612.227199,922.984985,482
639.098215,923.309814,480
639.592816,923.309814,478
661.207383,923.309814,476
649.800263,923.309814,474
673.222023,930.525818,472
670.874510,930.525818,470
657.286565,930.525818,468
666.630724,931.011230,466
640.343370,942.319092,464
640.189725,942.319092,462
635.380087,942.319092,460
652.096616,942.438416,458
652.235409,941.982971,456
650.716000,941.982971,454
640.319626,942.438416,452
658.225654,942.438416,450
640.138064,942.438416,448
658.686156,942.438416,446
640.102742,942.438416,444
648.948720,942.438416,442
666.256596,942.438416,440
662.402070,942.438416,438
676.220911,942.438416,436
672.741713,942.438416,434
678.934115,942.438416,432
