mean fitness,best fitness,population size
117.591785,637.242371,644
192.378928,654.791687,648
292.698646,893.161011,652
374.559756,893.161011,656
436.579754,893.161011,660
470.856420,893.161011,664
523.820270,893.161011,668
555.732801,893.161011,672
600.763635,893.161011,676
627.466833,893.161011,680
648.141630,893.974487,684
668.660860,895.024414,688
667.800505,895.024414,692
655.448560,895.024414,696
666.838634,898.178223,700
664.472904,898.431396,704
662.923456,900.638916,708
650.205541,903.118896,712
650.779473,903.118896,716
657.097032,903.118896,720
673.214003,903.118896,724
671.647625,904.932312,728
652.923882,904.932312,732
651.202643,903.118896,736
669.880914,903.118896,740
663.070565,903.478821,744
668.462116,903.478821,748
659.589284,905.587708,752
644.096134,905.953979,756
652.495892,905.953979,760
651.236481,905.953979,764
649.258932,905.953979,768
652.345927,905.953979,772
638.431552,905.953979,776
666.196106,905.953979,780
647.338675,905.953979,784
643.980470,905.953979,788
638.381626,905.953979,792
647.588083,905.953979,796
666.543138,905.953979,800
